commit,faults,path,CountRecursiveCalls,CountNestedDepth,CountNestedMethods,CountFunctions,IsFunction,CountFunctionParameters,CountHigherOrderCalls,CountFunctionCalls,CountCurrying,CountPatternMatching,CountLazyValues,CountParameterLists,FunctionalScoreCount,CountVariables,CountVariableDefinitions,CountInnerVariableAssignment,CountOuterVariableUsage,CountOuterVariableAssignment,CountSideEffects,IsSideEffect,CountSideEffectCalls,CountSideEffectFunctions,ImperativeScoreCount,HasPointsCount,ParadigmScoreCount
HEAD,0,package zio - class Schedule,0.0,0.0,19.0,392.0,0.0,33.0,191.0,63.0,39.0,29.0,0.0,5.0,771.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,53.0,51.0
HEAD,1,package zio - object Schedule,2.0,0.0,3.0,62.0,1.0,12.0,37.0,2.0,12.0,5.0,3.0,1.0,140.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0,27.0
HEAD,0,package zio - object Schedule - object StepFunction,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
HEAD,0,package zio - object Schedule - trait Decision,2.0,0.0,0.0,19.0,0.0,2.0,10.0,5.0,0.0,3.0,0.0,0.0,41.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0
HEAD,1,package zio - class ZManaged,0.0,0.0,0.0,328.0,0.0,68.0,180.0,32.0,5.0,25.0,2.0,32.0,672.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,2.0,5.0,98.0,96.65714285714284
HEAD,1,package zio - object ZManaged,9.0,0.0,1.0,248.0,1.0,43.0,151.0,31.0,0.0,12.0,8.0,60.0,564.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,1.0,0.0,4.0,68.0,66.61904761904762
HEAD,0,package zio - object ZManaged - class AccessPartiallyApplied,0.0,0.0,0.0,2.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
HEAD,0,package zio - object ZManaged - class AccessMPartiallyApplied,0.0,0.0,0.0,2.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
HEAD,0,package zio - object ZManaged - class AccessManagedPartiallyApplied,0.0,0.0,0.0,2.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
HEAD,0,package zio - object ZManaged - class IfM,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
