name,rows_with_data,faulty_rows_with_data,non_faulty_rows_with_data,percentage_faulty,percentage_total_faults
Recursive,26,18,8,69.23076923076923,5.863192182410423
HigherOrder,214,44,170,20.5607476635514,14.332247557003258
FunctionalCalls,941,145,796,15.409139213602552,47.23127035830619
SideEffects,38,13,25,34.21052631578947,4.234527687296417
ImperativeCalls,39,15,24,38.46153846153847,4.88599348534202
FunctionalScoreLandkroon,1069,163,906,15.247895229186156,53.09446254071661
ImperativeScoreLandkroon,47,17,30,36.17021276595745,5.537459283387622
HasPointsLandkroon,1073,163,910,15.191053122087606,53.09446254071661
ParadigmScoreLandkroon,1069,163,906,15.247895229186156,53.09446254071661
