name,count,percentage_faulty mean,percentage_faulty std,percentage_total_faults mean,percentage_total_faults std
FunctionalCalls,7,31.74773042546306,10.575395182241955,63.6854990577037,12.005043164392383
FunctionalScoreLandkroon,7,30.48125060418468,10.676979629625137,68.54192652631967,10.48990343884304
HasPointsLandkroon,7,29.11324217206324,10.584587756059001,71.30642929734951,10.469231527534403
HigherOrder,7,40.067480789134,12.722380394224956,26.267935974364878,12.38865679927956
ImperativeCalls,7,40.59927612971769,23.300991270148682,17.872452534236515,12.793524383189144
ImperativeScoreLandkroon,7,40.8319604548672,17.37471527682579,26.73096914751316,17.485918014846053
Nested,1,100.0,,0.2808988764044944,
ParadigmScoreLandkroon,7,30.48125060418468,10.676979629625137,68.54192652631967,10.48990343884304
Recursive,7,45.98298791786688,20.491043356863674,5.878085057570485,4.477342852411568
SideEffects,7,42.476319031239605,18.372098428696276,18.03821676720299,14.463176803921135
