name,rows_with_data,faulty_rows_with_data,non_faulty_rows_with_data,percentage_faulty,percentage_total_faults
FanOut,212,20,192,9.433962264150944,100.0
FanIn,72,7,65,9.722222222222223,35.0
CouplingBetweenObjects,212,20,192,9.433962264150944,100.0
DepthOfInheritance,142,8,134,5.633802816901409,40.0
LackOfCohesionInMethods,139,9,130,6.474820143884892,45.0
LinesOfCode,212,20,192,9.433962264150944,100.0
SourceLinesOfCode,212,20,192,9.433962264150944,100.0
CommentLinesOfCode,68,18,50,26.47058823529412,90.0
CommentDensity,68,18,50,26.47058823529412,90.0
NumberOfChildren,14,0,14,0.0,0.0
ResponseForClass,212,20,192,9.433962264150944,100.0
WeightedMethodCount,212,20,192,9.433962264150944,100.0
CyclomaticComplexity,212,20,192,9.433962264150944,100.0
DepthOfNesting,34,8,26,23.52941176470588,40.0
OutDegree,167,19,148,11.377245508982035,95.0
OutDegreeDistinct,167,19,148,11.377245508982035,95.0
PatternSize,34,8,26,23.52941176470588,40.0
NumberOfPatternVariables,34,8,26,23.52941176470588,40.0
