name,rows_with_data,faulty_rows_with_data,non_faulty_rows_with_data,percentage_faulty,percentage_total_faults
FanOut,977,71,906,7.267144319344933,95.94594594594594
FanIn,915,58,857,6.33879781420765,78.37837837837837
CouplingBetweenObjects,1100,73,1027,6.636363636363636,98.64864864864865
DepthOfInheritance,738,39,699,5.284552845528456,52.702702702702695
LackOfCohesionInMethods,425,24,401,5.647058823529412,32.432432432432435
LinesOfCode,1149,74,1075,6.440382941688425,100.0
SourceLinesOfCode,1149,74,1075,6.440382941688425,100.0
CommentLinesOfCode,149,31,118,20.80536912751678,41.891891891891895
CommentDensity,149,31,118,20.80536912751678,41.891891891891895
NumberOfChildren,134,5,129,3.731343283582089,6.756756756756757
ResponseForClass,629,55,574,8.744038155802862,74.32432432432432
WeightedMethodCount,510,30,480,5.88235294117647,40.54054054054054
CyclomaticComplexity,511,30,481,5.870841487279844,40.54054054054054
OutDegree,385,27,358,7.012987012987012,36.486486486486484
OutDegreeDistinct,385,27,358,7.012987012987012,36.486486486486484
