name,rows_with_data,faulty_rows_with_data,non_faulty_rows_with_data,percentage_faulty,percentage_total_faults
FanOut,45,10,35,22.22222222222222,100.0
FanIn,23,5,18,21.73913043478261,50.0
CouplingBetweenObjects,45,10,35,22.22222222222222,100.0
DepthOfInheritance,33,6,27,18.181818181818183,60.0
LackOfCohesionInMethods,45,10,35,22.22222222222222,100.0
LinesOfCode,45,10,35,22.22222222222222,100.0
SourceLinesOfCode,45,10,35,22.22222222222222,100.0
CommentLinesOfCode,17,10,7,58.82352941176471,100.0
CommentDensity,17,10,7,58.82352941176471,100.0
NumberOfChildren,1,0,1,0.0,0.0
ResponseForClass,45,10,35,22.22222222222222,100.0
WeightedMethodCount,45,10,35,22.22222222222222,100.0
CyclomaticComplexity,45,10,35,22.22222222222222,100.0
DepthOfNesting,10,5,5,50.0,50.0
OutDegree,39,10,29,25.64102564102564,100.0
OutDegreeDistinct,39,10,29,25.64102564102564,100.0
PatternSize,10,5,5,50.0,50.0
NumberOfPatternVariables,10,5,5,50.0,50.0
