name,rows_with_data,faulty_rows_with_data,non_faulty_rows_with_data,percentage_faulty,percentage_total_faults
FanOut,828,77,751,9.29951690821256,100.0
FanIn,558,57,501,10.21505376344086,74.02597402597402
CouplingBetweenObjects,828,77,751,9.29951690821256,100.0
DepthOfInheritance,502,46,456,9.163346613545817,59.74025974025974
LackOfCohesionInMethods,755,64,691,8.47682119205298,83.11688311688312
LinesOfCode,828,77,751,9.29951690821256,100.0
SourceLinesOfCode,828,77,751,9.29951690821256,100.0
CommentLinesOfCode,148,51,97,34.45945945945946,66.23376623376623
CommentDensity,148,51,97,34.45945945945946,66.23376623376623
NumberOfChildren,63,36,27,57.14285714285714,46.75324675324675
ResponseForClass,828,77,751,9.29951690821256,100.0
WeightedMethodCount,826,76,750,9.200968523002421,98.7012987012987
CyclomaticComplexity,828,77,751,9.29951690821256,100.0
DepthOfNesting,278,66,212,23.741007194244602,85.71428571428571
OutDegree,826,77,749,9.322033898305085,100.0
OutDegreeDistinct,826,77,749,9.322033898305085,100.0
PatternSize,278,66,212,23.741007194244602,85.71428571428571
NumberOfPatternVariables,269,64,205,23.79182156133829,83.11688311688312
