name,rows_with_data,faulty_rows_with_data,non_faulty_rows_with_data,percentage_faulty,percentage_total_faults
FanOut,226,64,162,28.31858407079646,100.0
FanIn,138,61,77,44.20289855072464,95.3125
CouplingBetweenObjects,226,64,162,28.31858407079646,100.0
DepthOfInheritance,161,41,120,25.465838509316768,64.0625
LackOfCohesionInMethods,193,61,132,31.606217616580313,95.3125
LinesOfCode,226,64,162,28.31858407079646,100.0
SourceLinesOfCode,226,64,162,28.31858407079646,100.0
CommentLinesOfCode,102,59,43,57.84313725490197,92.1875
CommentDensity,102,59,43,57.84313725490197,92.1875
NumberOfChildren,96,55,41,57.291666666666664,85.9375
ResponseForClass,226,64,162,28.31858407079646,100.0
WeightedMethodCount,226,64,162,28.31858407079646,100.0
CyclomaticComplexity,226,64,162,28.31858407079646,100.0
DepthOfNesting,158,59,99,37.34177215189873,92.1875
OutDegree,224,64,160,28.57142857142857,100.0
OutDegreeDistinct,224,64,160,28.57142857142857,100.0
PatternSize,158,59,99,37.34177215189873,92.1875
NumberOfPatternVariables,122,56,66,45.90163934426229,87.5
