name,rows_with_data,faulty_rows_with_data,non_faulty_rows_with_data,percentage_faulty,percentage_total_faults
FanOut,2667,119,2548,4.4619422572178475,96.7479674796748
FanIn,1748,64,1684,3.6613272311212817,52.03252032520326
CouplingBetweenObjects,2749,123,2626,4.474354310658421,100.0
DepthOfInheritance,2352,91,2261,3.869047619047619,73.98373983739837
LackOfCohesionInMethods,1439,87,1352,6.045865184155664,70.73170731707317
LinesOfCode,2753,123,2630,4.46785325099891,100.0
SourceLinesOfCode,2753,123,2630,4.46785325099891,100.0
CommentLinesOfCode,107,14,93,13.084112149532709,11.38211382113821
CommentDensity,107,14,93,13.084112149532709,11.38211382113821
NumberOfChildren,262,11,251,4.198473282442748,8.94308943089431
ResponseForClass,1762,108,1654,6.129398410896708,87.8048780487805
WeightedMethodCount,1678,100,1578,5.959475566150179,81.30081300813008
CyclomaticComplexity,1678,100,1578,5.959475566150179,81.30081300813008
DepthOfNesting,7,2,5,28.57142857142857,1.6260162601626018
OutDegree,991,62,929,6.256306760847628,50.40650406504065
OutDegreeDistinct,991,62,929,6.256306760847628,50.40650406504065
PatternSize,7,2,5,28.57142857142857,1.6260162601626018
