name,count,percentage_faulty,percentage_total_faults
FunctionalCalls,7,32.487309644670056,60.1123595505618
FunctionalScoreLandkroon,7,32.57403189066059,66.87306501547987
HasPointsLandkroon,7,32.262382864792514,73.47250509164971
HigherOrder,7,43.85964912280701,22.75280898876405
ImperativeCalls,7,42.41706161137441,15.479876160990713
ImperativeScoreLandkroon,7,37.00787401574804,29.102167182662534
Nested,1,100.0,0.2808988764044944
ParadigmScoreLandkroon,7,32.57403189066059,66.87306501547987
Recursive,7,40.334128878281625,5.8631921824104225
SideEffects,7,36.36363636363637,18.859649122807017
