name,rows_with_data,faulty_rows_with_data,non_faulty_rows_with_data,percentage_faulty,percentage_total_faults
FanOut,282,40,242,14.184397163120568,100.0
FanIn,199,35,164,17.587939698492463,87.5
CouplingBetweenObjects,282,40,242,14.184397163120568,100.0
DepthOfInheritance,146,20,126,13.698630136986301,50.0
LackOfCohesionInMethods,221,19,202,8.597285067873303,47.5
LinesOfCode,282,40,242,14.184397163120568,100.0
SourceLinesOfCode,282,40,242,14.184397163120568,100.0
CommentLinesOfCode,111,29,82,26.126126126126124,72.5
CommentDensity,111,29,82,26.126126126126124,72.5
NumberOfChildren,52,13,39,25.0,32.5
ResponseForClass,282,40,242,14.184397163120568,100.0
WeightedMethodCount,282,40,242,14.184397163120568,100.0
CyclomaticComplexity,282,40,242,14.184397163120568,100.0
DepthOfNesting,135,22,113,16.296296296296298,55.00000000000001
OutDegree,270,40,230,14.814814814814813,100.0
OutDegreeDistinct,270,40,230,14.814814814814813,100.0
PatternSize,135,22,113,16.296296296296298,55.00000000000001
NumberOfPatternVariables,88,21,67,23.863636363636363,52.5
