name,rows_with_data,faulty_rows_with_data,non_faulty_rows_with_data,percentage_faulty,percentage_total_faults
FanOut,1491,65,1426,4.359490274983233,98.48484848484848
FanIn,929,49,880,5.27448869752422,74.24242424242425
CouplingBetweenObjects,1547,66,1481,4.266321913380737,100.0
DepthOfInheritance,1314,49,1265,3.7290715372907153,74.24242424242425
LackOfCohesionInMethods,688,39,649,5.6686046511627906,59.09090909090909
LinesOfCode,1549,66,1483,4.260813428018076,100.0
SourceLinesOfCode,1549,66,1483,4.260813428018076,100.0
CommentLinesOfCode,68,10,58,14.705882352941178,15.151515151515152
CommentDensity,68,10,58,14.705882352941178,15.151515151515152
NumberOfChildren,165,9,156,5.454545454545454,13.636363636363635
ResponseForClass,888,61,827,6.86936936936937,92.42424242424242
WeightedMethodCount,809,53,756,6.551297898640297,80.3030303030303
CyclomaticComplexity,809,53,756,6.551297898640297,80.3030303030303
OutDegree,489,32,457,6.5439672801636,48.484848484848484
OutDegreeDistinct,489,32,457,6.5439672801636,48.484848484848484
