name,count,precision mean,precision std,recall mean,recall std,mcc mean,mcc std
CommentDensity,2,17.222168859859764,9.780364661498691,59.25925925925926,13.094570021973103,0.05527658933484421,0.1448910588283848
CommentLinesOfCode,2,21.295905445335585,6.775569410272108,37.169312169312164,8.04380729921205,0.12674925785096486,0.054838878197915907
CouplingBetweenObjects,2,27.54133911629168,2.1084777969780446,60.84656084656085,4.863697436732873,0.26720533976179583,0.0036887853648987536
CyclomaticComplexity,2,23.472744360902254,3.4225563187130845,41.13756613756614,17.771202172677786,0.1651613358754445,0.12921384449969134
DepthOfInheritance,2,16.554621848739494,0.8318903308077044,39.02116402116401,5.424893294817434,0.05712782449492398,0.04202532191381131
DepthOfNesting,2,26.365546218487395,8.170351463289943,41.666666666666664,11.785113019775796,0.1712088947008898,0.09856813323148697
FanIn,2,16.373124592302673,3.7823063312000595,52.116402116402114,47.514582651159536,0.0849699577819726,0.07247327751450842
FanOut,2,27.651515151515152,3.7498086881104804,64.41798941798942,9.914460159493924,0.2812873713624082,0.03329468518971926
LackOfCohesionInMethods,2,23.468899521531103,1.0488186706594722,57.01058201058201,20.3901161770724,0.19551011310729455,0.01286818843918573
LinesOfCode,2,22.123655913978496,0.6462803914070546,49.074074074074076,1.3094570021973098,0.16292468826421255,0.040176262806022954
NumberOfChildren,2,13.544940289126338,3.866642989517889,57.407407407407405,60.235022101076275,0.030672767458832195,0.05042779133795678
NumberOfPatternVariables,2,27.91375291375291,9.47753844247703,41.666666666666664,11.785113019775796,0.18531187152846756,0.10324605120203624
OutDegree,2,24.02490986561783,2.6884426947767808,48.14814814814815,2.618914004394617,0.18706187384106626,0.006874596409567294
OutDegreeDistinct,2,20.079365079365083,0.8979133729352953,51.851851851851855,2.6189140043946244,0.13685955791854768,0.0798120484155813
PatternSize,2,25.811359026369168,7.386612420102882,41.666666666666664,11.785113019775796,0.16713230768382936,0.09280296858376604
ResponseForClass,2,18.103055175558595,6.190811764150346,51.851851851851855,2.6189140043946244,0.07319330447531233,0.20263414829548698
SourceLinesOfCode,2,24.498525073746308,1.647829962057147,51.851851851851855,2.6189140043946244,0.19999212493655552,0.07638077676947104
WeightedMethodCount,2,17.698898408812727,15.163415919691936,35.714285714285715,20.203050891044217,0.01600037711116621,0.3602348670934024
