name,precision,recall,mcc
CountCurrying,32.4582338902148,10.014727540500736,0.10461824540582136
CountFunctionCalls,33.12101910828025,34.920634920634924,0.11414725614495284
CountFunctionParameters,41.13475177304964,18.64951768488746,0.17052854391570155
CountFunctions,30.232558139534877,42.12218649517685,0.1790121638037468
CountHigherOrderCalls,31.587561374795424,42.63622974963181,0.20809874736375614
CountInnerVariableAssignment,31.3953488372093,17.0,0.09937697728666443
CountLazyValues,42.857142857142854,10.309278350515463,0.12974665851102
CountNestedDepth,0.0,0.0,0.0
CountNestedMethods,40.42553191489361,23.33333333333333,0.16495758060823448
CountOuterVariableAssignment,24.13793103448276,28.35051546391752,0.026873078730194986
CountOuterVariableUsage,30.088495575221238,29.086892488954355,0.10427785550954953
CountParameterLists,39.90306946688207,34.39153439153439,0.2656500830876325
CountPatternMatching,30.793650793650798,40.0,0.17539379415813106
CountRecursiveCalls,39.39393939393939,11.254019292604502,0.04019580932431935
CountSideEffectCalls,25.75757575757576,32.58426966292135,0.11951943886852888
CountSideEffectFunctions,38.888888888888886,23.033707865168537,0.07500980669680593
CountSideEffects,25.05643340857788,35.49337260677467,0.10930639283764564
CountVariableDefinitions,26.530612244897963,14.14790996784566,0.04984486078277441
CountVariables,23.706377858002405,21.221864951768488,0.10884118462740296
FunctionalScoreCount,33.477321814254864,48.33333333333334,0.19624364732309807
HasPointsCount,25.41720154043646,63.33333333333333,0.14743801778833862
ImperativeScoreCount,26.470588235294123,35.49337260677467,0.13606414870450134
IsFunction,32.83582089552239,12.142857142857142,0.07022689970564265
IsSideEffect,20.489038785834733,78.13504823151125,0.04545120722281696
ParadigmScoreCount,31.643002028397564,58.98876404494382,0.12586784046353958
