name,count,percentage_faulty,percentage_total_faults
FunctionalCalls,7,28.865979381443296,64.19753086419753
FunctionalScoreLandkroon,7,27.380952380952387,70.37037037037038
HasPointsLandkroon,7,25.613079019073574,73.4567901234568
HigherOrder,7,27.142857142857146,17.647058823529417
ImperativeCalls,7,37.77777777777778,12.962962962962964
ImperativeScoreLandkroon,7,33.56242840778923,20.689655172413797
Nested,2,100.0,0.4183569979716024
ParadigmScoreLandkroon,7,27.380952380952387,70.37037037037038
Recursive,7,40.0,5.5555555555555545
SideEffects,7,33.2464146023468,15.862068965517242
