name,count,percentage_faulty mean,percentage_faulty std,percentage_total_faults mean,percentage_total_faults std
FunctionalCalls,7,26.89507628143272,9.71645505107551,61.61681797994944,9.249718993238266
FunctionalScoreLandkroon,7,25.922352665903837,9.59040186572882,68.06892419106269,9.24502025777601
HasPointsLandkroon,7,24.685656124174937,9.370253213411626,71.22822750370321,10.260507390601003
HigherOrder,7,31.79695470428567,7.879787901504414,27.64141114474351,17.444250148886216
ImperativeCalls,7,31.977552171702865,12.073367756932651,15.22671172265493,11.990980618461972
ImperativeScoreLandkroon,7,31.565406547796563,11.29586115844522,22.615252765450776,15.707077469588251
Nested,2,100.0,0.0,0.4183569979716024,0.3836735577432079
ParadigmScoreLandkroon,7,25.922352665903837,9.59040186572882,68.06892419106269,9.24502025777601
Recursive,7,41.719973574812286,18.542506934491648,5.1655772026679,3.5330246549871682
SideEffects,7,38.58712541948548,21.77646098414494,15.492758464119422,11.780313557033082
