commit,faults,path,FractionRecursiveCalls,IsNested,FractionNestedMethods,FractionFunctions,IsFunction,HasFunctionParameters,FractionHigherOrderCalls,FractionFunctionCalls,FractionCurrying,FractionPatternMatching,FractionLazyValues,HasMultipleParameterLists,FunctionalScoreFraction,FractionVariables,FractionVariableDefinitions,FractionInnerVariableAssignment,FractionOuterVariableUsage,FractionOuterVariableAssignment,FractionSideEffects,IsSideEffect,FractionSideEffectCalls,FractionSideEffectFunctions,ImperativeScoreFraction,HasPointsFraction,ParadigmScoreFraction
HEAD,0,package zio - class Schedule,0.0,0.0,13.71553660365748,43.23362295337661,0.0,32.0,31.604824668234965,15.843315556581137,3.289081399150049,9.815593865311191,0.0,5.0,154.50197504631143,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,53.0,51.0
HEAD,1,package zio - object Schedule,0.18181818181818182,0.0,1.8952380952380952,20.607142857142858,1.0,12.0,13.812770562770565,0.7,1.1341991341991342,3.2196969696969693,0.6,1.0,56.15086580086581,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0,27.0
HEAD,0,package zio - object Schedule - object StepFunction,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
HEAD,0,package zio - object Schedule - trait Decision,0.3333333333333333,0.0,0.0,2.3666666666666667,0.0,2.0,1.8666666666666665,0.5,0.0,2.466666666666667,0.0,0.0,9.533333333333335,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0
HEAD,1,package zio - class ZManaged,0.0,0.0,0.0,69.2188050085233,0.0,57.0,50.43406761531513,8.706349206349207,1.7,9.32620976479179,0.5714285714285714,31.0,227.95686016640806,0.0,0.0,0.0,0.0,0.0,0.9,0.0,0.0,0.5,1.4,98.0,96.73333333333333
HEAD,1,package zio - object ZManaged,0.7,0.0,0.25,39.25817630082335,1.0,38.0,32.244525082760376,6.2131673881673875,0.0,2.9065826330532216,1.7416666666666667,39.0,161.314118071471,0.0,0.0,0.0,0.0,0.0,3.3499999999999996,0.0,0.5,0.0,3.85,68.0,65.03383672309505
HEAD,0,package zio - object ZManaged - class AccessPartiallyApplied,0.0,0.0,0.0,1.0,0.0,1.0,0.5,0.0,0.0,0.0,0.0,0.0,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
HEAD,0,package zio - object ZManaged - class AccessMPartiallyApplied,0.0,0.0,0.0,1.0,0.0,1.0,0.5,0.0,0.0,0.0,0.0,0.0,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
HEAD,0,package zio - object ZManaged - class AccessManagedPartiallyApplied,0.0,0.0,0.0,1.0,0.0,1.0,0.5,0.0,0.0,0.0,0.0,0.0,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
HEAD,0,package zio - object ZManaged - class IfM,0.0,0.0,0.0,0.2,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
HEAD,0,package zio - object ZManaged - class ProvideSomeLayer,0.0,0.0,0.0,0.25,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,2.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
HEAD,0,package zio - object ZManaged - class UnlessM,0.0,0.0,0.0,0.5,0.0,0.0,0.5,0.0,0.0,0.0,0.5,0.0,1.5,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.5,1.0,0.5
HEAD,0,package zio - object ZManaged - class UpdateService,0.0,0.0,0.0,1.0,0.0,1.0,0.5,0.0,0.0,0.0,0.0,1.0,3.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
HEAD,0,package zio - object ZManaged - class WhenM,0.0,0.0,0.0,0.5,0.0,0.0,0.5,0.0,0.0,0.0,0.5,0.0,1.5,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.5,1.0,0.5
HEAD,0,package zio - object ZManaged - trait ReleaseMap,0.0,0.0,0.0,3.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0
HEAD,0,package zio - object ZManaged - object ReleaseMap,0.0,0.0,0.8690476190476191,1.369047619047619,0.0,0.0,1.380952380952381,0.07142857142857142,0.0,0.7380952380952381,0.0,0.0,4.428571428571429,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0
HEAD,0,package zio - object ZManaged - object ReleaseMap - method make - <$anon: zio.ZManaged.ReleaseMap>,0.0,0.0,0.0,6.405555555555556,0.0,3.0,5.862698412698412,0.5928571428571429,0.0,5.862698412698412,0.0,0.0,21.72380952380952,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,7.0
HEAD,0,package zio - object ZManaged - method apply - <$anon: zio.ZManaged[R E A]>,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HEAD,0,package zio - object ZManaged - trait PreallocationScope,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HEAD,0,package zio - object ZManaged - <$anon: zio.ZManaged.PreallocationScope>,0.0,0.0,0.0,0.8,0.0,0.0,0.8,0.2,0.0,0.8,0.0,0.0,2.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
HEAD,0,package zio - object ZManaged - trait Scope,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HEAD,0,package zio - object ZManaged - <$anon: zio.ZManaged.Scope>,0.0,0.0,0.0,0.6,0.0,0.0,0.8,0.0,0.0,0.0,0.0,0.0,1.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
HEAD,0,package zio - object ZManaged - class RefineToOrDieOps,0.0,0.0,0.0,0.5,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
HEAD,1,package zio - trait Chunk,2.625,0.0,0.5238095238095238,25.660201762354543,0.0,43.0,8.593842634540309,6.282414207259407,0.0,6.168579202881529,0.0,19.0,111.85384733084535,10.328730909417963,2.850902254850523,4.228213795431557,0.0,0.0,17.537949136432644,1.0,8.711357276896551,0.0,44.657153373029246,59.0,24.514958776001475
HEAD,0,package zio - object Chunk,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.6628205128205127,0.0,1.0,3.6628205128205127,0.25,0.08333333333333333,0.08333333333333333,0.0,0.0,0.4166666666666667,0.0,0.25,0.0,1.0833333333333333,4.0,2.96
HEAD,0,package zio - object Chunk - class AppendN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,1.2222222222222223,1.0,0.4722222222222222,0.0,2.6944444444444446,2.0,-1.8
HEAD,0,package zio - object Chunk - class PrependN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,1.2222222222222223,1.0,0.6222222222222222,0.0,2.844444444444444,2.0,-1.846153846153846
HEAD,0,package zio - object Chunk - class Arr,0.0,0.0,0.0,3.2468458793266977,0.0,11.0,1.1054073803434417,0.5754689754689755,0.0,0.17391304347826086,0.0,2.0,18.101635278617376,4.213653893705044,1.2287456220960056,1.3591804047047014,0.0,0.0,6.463949690548155,2.0,3.365082686566063,0.0,18.63061229761997,12.0,-0.43779750252618477
HEAD,0,package zio - object Chunk - class Concat,0.0,0.0,0.0,0.75,0.0,1.0,0.5,0.0,0.0,0.0,0.0,0.0,2.25,0.0,0.0,0.0,0.0,0.0,2.0,2.0,1.0,0.0,5.0,2.0,-1.0526315789473684
HEAD,0,package zio - object Chunk - class Singleton,0.0,0.0,0.0,0.6666666666666666,0.0,1.0,0.0,0.3333333333333333,0.0,0.3333333333333333,0.0,0.0,2.333333333333333,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.5,0.0,4.5,2.0,-0.9230769230769231
HEAD,0,package zio - object Chunk - class Slice,0.0,0.0,0.0,0.2857142857142857,0.0,1.0,0.0,0.14285714285714285,0.0,0.0,0.0,0.0,1.4285714285714284,1.2380952380952381,0.36507936507936506,0.36507936507936506,0.0,0.0,2.0,2.0,0.7301587301587301,0.0,6.698412698412698,2.0,-1.375
HEAD,0,package zio - object Chunk - class VectorChunk,0.0,0.0,0.0,1.0,0.0,1.0,0.5,0.0,0.0,0.3333333333333333,0.0,0.0,2.8333333333333335,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.5,0.0,4.5,2.0,-0.7142857142857143
HEAD,0,package zio - object Chunk - class BitChunk,0.0,0.0,0.0,0.3793103448275862,0.0,1.0,0.0,0.3448275862068966,0.0,0.0,0.0,0.0,1.7241379310344829,0.9852216748768472,0.17733990147783252,0.31527093596059114,0.0,0.0,2.2,2.0,0.9044334975369457,0.0,6.582266009852217,3.0,-2.253731343283582
HEAD,0,package zio - object Chunk - object Empty,0.0,0.0,0.0,0.6666666666666666,0.0,1.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,1.9999999999999998,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,2.0,1.0,-5.551115123125783E-17
HEAD,0,package zio - object Chunk - class ByteArray,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
