name,count,mean mean,mean std,std mean,std std
CountCurrying,7,0.11267814109032093,0.15845474156203795,0.9355672300011201,1.3716953657584317
CountFunctionCalls,7,0.385485094387935,0.5361610321200834,1.6038405346732,2.303330593796412
CountFunctionParameters,7,0.657976658736955,0.9725607742460124,3.1384122454212116,4.54654930114365
CountFunctions,7,3.8833876759660133,4.690941431065593,14.813740603284158,21.98114760912443
CountHigherOrderCalls,7,2.1180097505835667,2.543474294456011,8.81191487931677,13.138954469098252
CountInnerVariableAssignment,7,0.18241020680242317,0.25376479562516213,1.1561268067016286,1.5005240818712828
CountLazyValues,7,0.07437524148737759,0.04823528177125917,0.5641871953654655,0.3189747671529301
CountNestedDepth,7,0.00018628448818032488,0.00039601046156469025,0.006881491688379629,0.012731240593265112
CountNestedMethods,7,0.3867882087070158,0.18470196816737156,1.5279712895388695,0.5699438545747647
CountOuterVariableAssignment,7,0.13173645031407796,0.18023582838166652,0.8273830566544289,0.7457106518076327
CountOuterVariableUsage,7,0.5288777116226019,0.689617314227744,3.291159926078795,3.55610636229243
CountParameterLists,7,0.7886026632233263,0.6501232652447115,3.797086089287853,3.744625976642286
CountPatternMatching,7,0.9399942589762379,0.44566958895334047,4.022300527081809,2.3762880619596918
CountRecursiveCalls,7,0.09079444351158286,0.12055645081233327,0.6531122374655237,0.6269497691933669
CountSideEffectCalls,7,1.319356008216765,1.3196602024753634,4.515366000093193,4.124462578537784
CountSideEffectFunctions,7,0.09174834486157565,0.10229763399774618,0.5198165978557304,0.5612480529568342
CountSideEffects,7,3.2926331087313416,3.1593884459660546,10.379962543913994,9.957260071175616
CountVariableDefinitions,7,0.1249356696779205,0.17367454451034622,0.7834570066031807,1.0988223699684203
CountVariables,7,1.2405953915612966,1.5207553241931138,6.031882655442247,6.87950674958043
FunctionalScoreCount,7,9.543951378782328,9.903737008165429,33.39491106709648,47.20954258008814
HasPointsCount,7,2.3243704371630938,1.3602662426171557,5.718376178736357,4.734742698515507
ImperativeScoreCount,7,7.331667025769595,7.307694955151179,24.34966475236923,23.808617242772055
IsFunction,7,0.10567295762381611,0.14012630289065525,0.6166961484043875,0.6371784117279696
IsSideEffect,7,0.4193741339815917,0.40237479542752735,1.2977261464014969,1.1303798994908012
ParadigmScoreCount,7,1.1201892962722966,1.134250472707292,5.1701850946283106,4.776935368820933
