name,precision,recall,mcc
FractionCurrying,8.203125,22.35294117647059,0.022809707791991228
FractionFunctionCalls,8.771929824561402,31.764705882352942,0.032759646953339015
FractionFunctions,11.930136175251628,32.817589576547235,0.10145996946749104
FractionHigherOrderCalls,12.925170068027212,33.6405529953917,0.09652691705158133
FractionInnerVariableAssignment,12.114860616223016,9.278350515463918,0.03823957069916254
FractionLazyValues,7.125382262996942,96.03174603174604,-0.003906153936104736
FractionNestedMethods,14.457831325301207,11.904761904761903,0.043616579904994415
FractionOuterVariableAssignment,8.161932745674177,99.20634920634922,0.007088932190655728
FractionOuterVariableUsage,12.655465852061967,94.84536082474226,0.06469136153077072
FractionPatternMatching,16.532066508313537,28.338762214983717,0.10773954701703742
FractionRecursiveCalls,7.163323782234957,96.47058823529413,-4.099637519627757e-05
FractionSideEffectCalls,16.42228739002932,22.222222222222218,0.1052460313828412
FractionSideEffectFunctions,14.814814814814813,13.402061855670107,0.022845485434150572
FractionSideEffects,11.241610738255034,26.58730158730159,0.08762462896371036
FractionVariableDefinitions,12.102177554438862,9.677419354838712,0.03949260454835662
FractionVariables,12.903225806451614,26.302931596091213,0.05653658982237754
FunctionalScoreFraction,11.674008810572689,58.46153846153847,0.12766305384651713
HasFunctionParameters,10.191082802547774,13.492063492063492,0.03780622365633797
HasMultipleParameterLists,11.304347826086955,35.98326359832636,0.10963437524255168
HasPointsFraction,10.581717451523543,79.49790794979079,0.1137803114916661
ImperativeScoreFraction,11.764705882352938,25.396825396825395,0.10146317506037958
IsFunction,8.858447488584476,99.65811965811966,0.03096016919513324
IsNested,12.194092827004221,3.9682539682539684,0.02915277247485307
IsSideEffect,9.057971014492754,34.609120521172635,0.057938962937857136
ParadigmScoreFraction,10.966693744922829,60.82949308755761,0.09584844341760962
