name,rows_with_data,faulty_rows_with_data,non_faulty_rows_with_data,percentage_faulty,percentage_total_faults
Recursive,11,4,7,36.36363636363637,1.1235955056179776
Nested,1,1,0,100.0,0.2808988764044944
HigherOrder,174,81,93,46.55172413793103,22.752808988764045
FunctionalCalls,490,214,276,43.673469387755105,60.1123595505618
SideEffects,112,72,40,64.28571428571429,20.224719101123593
ImperativeCalls,93,52,41,55.91397849462365,14.606741573033707
FunctionalScoreLandkroon,558,228,330,40.86021505376344,64.04494382022472
ImperativeScoreLandkroon,169,96,73,56.80473372781065,26.96629213483146
HasPointsLandkroon,590,235,355,39.83050847457627,66.01123595505618
ParadigmScoreLandkroon,558,228,330,40.86021505376344,64.04494382022472
