name,count,precision,recall,mcc
CommentDensity,7,38.4,42.34234234234234,0.2745858503957281
CommentLinesOfCode,7,50.0,46.75324675324675,0.2970718892270431
CouplingBetweenObjects,7,49.586776859504134,50.649350649350644,0.23368020075759802
CyclomaticComplexity,7,49.39759036144578,46.846846846846844,0.28576761507957377
DepthOfInheritance,7,31.333333333333336,64.38356164383562,0.12040651336805927
DepthOfNesting,7,36.22047244094488,49.47368421052632,0.208758661506106
FanIn,7,32.06106870229007,54.54545454545454,0.09565473558960233
FanOut,7,51.72413793103448,51.94805194805194,0.3565512405839512
LackOfCohesionInMethods,7,46.96969696969697,56.84210526315789,0.24363798497859426
LinesOfCode,7,61.904761904761905,50.649350649350644,0.42860256813184905
NumberOfChildren,7,36.36363636363637,46.34146341463415,0.07383599499172046
NumberOfPatternVariables,7,43.18181818181818,46.57534246575342,0.19697707404429146
OutDegree,7,49.382716049382715,54.05405405405406,0.4175107002348422
OutDegreeDistinct,7,56.52173913043478,47.368421052631575,0.25924835441375416
PatternSize,7,41.414141414141405,42.105263157894726,0.16630929919576892
ResponseForClass,7,53.94736842105264,48.64864864864865,0.33461776971437723
SourceLinesOfCode,7,51.24999999999999,53.24675324675325,0.4041550031266169
WeightedMethodCount,7,49.39759036144578,46.846846846846844,0.2795652598915345
