name,tn,fp,fn,tp,r2,precision,recall,mcc
FanOut,432,86,87,113,-0.19897683397683386,56.78391959798995,56.49999999999999,0.39959251103872034
FanIn,474,44,158,42,-0.39996138996138986,48.837209302325576,21.0,0.1726566447070015
CouplingBetweenObjects,467,51,124,76,-0.21283783783783772,59.84251968503938,38.0,0.3307738534154358
DepthOfInheritance,207,311,84,116,-1.7375482625482621,27.166276346604217,57.99999999999999,-0.018614595535436443
LackOfCohesionInMethods,411,107,136,64,-0.6841119691119688,37.42690058479532,32.0,0.11938236735624232
LinesOfCode,455,63,94,106,-0.08808880308880296,62.721893491124256,53.0,0.431532086793585
SourceLinesOfCode,441,77,87,113,-0.13660231660231648,59.473684210526315,56.49999999999999,0.42310299011365293
CommentLinesOfCode,459,59,119,81,-0.2336293436293435,57.85714285714286,40.5,0.32937810159657305
CommentDensity,375,143,103,97,-0.7049034749034746,40.416666666666664,48.5,0.1985538018597835
NumberOfChildren,421,97,142,58,-0.6563899613899611,37.41935483870968,28.999999999999996,0.11194506211774115
ResponseForClass,428,90,92,108,-0.26135135135135124,54.54545454545454,54.0,0.3673913839169734
WeightedMethodCount,443,75,120,80,-0.35144787644787634,51.61290322580645,40.0,0.27807473152884965
CyclomaticComplexity,447,71,100,100,-0.18511583011583,58.47953216374269,50.0,0.3819585613167726
DepthOfNesting,402,116,101,99,-0.5039189189189188,46.04651162790698,49.5,0.2653046945238593
OutDegree,444,74,93,107,-0.15739382239382227,59.11602209944752,53.5,0.4048533676666723
OutDegreeDistinct,429,89,98,102,-0.2960038610038609,53.403141361256544,51.0,0.3430936251593078
PatternSize,425,93,129,71,-0.5385714285714285,43.292682926829265,35.5,0.18736540880939823
NumberOfPatternVariables,437,81,131,69,-0.46926640926640917,46.0,34.5,0.2080028731181531
