name,rows_with_data,faulty_rows_with_data,non_faulty_rows_with_data,percentage_faulty,percentage_total_faults
FanOut,3176,378,2798,11.901763224181359,97.67441860465115
FanIn,2528,291,2237,11.51107594936709,75.1937984496124
CouplingBetweenObjects,3313,387,2926,11.68125565952309,100.0
DepthOfInheritance,2339,272,2067,11.628901239846089,70.28423772609818
LackOfCohesionInMethods,1974,204,1770,10.33434650455927,52.71317829457365
LinesOfCode,3316,387,2929,11.670687575392039,100.0
SourceLinesOfCode,3316,387,2929,11.670687575392039,100.0
CommentLinesOfCode,510,181,329,35.490196078431374,46.770025839793284
CommentDensity,510,181,329,35.490196078431374,46.770025839793284
NumberOfChildren,550,125,425,22.727272727272727,32.299741602067186
ResponseForClass,2377,295,2082,12.410601598653766,76.22739018087856
WeightedMethodCount,2313,287,2026,12.408127972330307,74.16020671834626
CyclomaticComplexity,2315,288,2027,12.44060475161987,74.4186046511628
DepthOfNesting,712,176,536,24.719101123595504,45.47803617571059
OutDegree,1907,285,1622,14.944939695857368,73.64341085271317
OutDegreeDistinct,1907,285,1622,14.944939695857368,73.64341085271317
PatternSize,712,176,536,24.719101123595504,45.47803617571059
NumberOfPatternVariables,578,170,408,29.411764705882355,43.927648578811365
