name,rows_with_data,faulty_rows_with_data,non_faulty_rows_with_data,percentage_faulty,percentage_total_faults
FanOut,413,40,373,9.685230024213075,100.0
FanIn,262,29,233,11.068702290076336,72.5
CouplingBetweenObjects,413,40,373,9.685230024213075,100.0
DepthOfInheritance,279,26,253,9.31899641577061,65.0
LackOfCohesionInMethods,281,26,255,9.252669039145907,65.0
LinesOfCode,413,40,373,9.685230024213075,100.0
SourceLinesOfCode,413,40,373,9.685230024213075,100.0
CommentLinesOfCode,38,11,27,28.947368421052634,27.500000000000004
CommentDensity,38,11,27,28.947368421052634,27.500000000000004
NumberOfChildren,77,7,70,9.090909090909092,17.5
ResponseForClass,413,40,373,9.685230024213075,100.0
WeightedMethodCount,413,40,373,9.685230024213075,100.0
CyclomaticComplexity,413,40,373,9.685230024213075,100.0
DepthOfNesting,161,19,142,11.801242236024844,47.5
OutDegree,393,40,353,10.178117048346055,100.0
OutDegreeDistinct,393,40,353,10.178117048346055,100.0
PatternSize,161,19,142,11.801242236024844,47.5
NumberOfPatternVariables,160,19,141,11.875,47.5
