name,count,percentage_faulty,percentage_total_faults
CommentDensity,7,23.40425531914893,61.111111111111114
CommentLinesOfCode,7,23.40425531914893,61.111111111111114
CouplingBetweenObjects,7,13.147410358565734,100.0
CyclomaticComplexity,7,13.147410358565734,100.0
DepthOfInheritance,7,11.764705882352938,52.27272727272727
DepthOfNesting,7,20.37037037037037,61.111111111111114
FanIn,7,13.300492610837441,90.4761904761905
FanOut,7,13.147410358565734,100.0
LackOfCohesionInMethods,7,10.810810810810812,52.27272727272727
LinesOfCode,7,13.147410358565734,100.0
NumberOfChildren,7,18.367346938775512,20.454545454545453
NumberOfPatternVariables,7,22.0,61.111111111111114
OutDegree,7,13.580246913580249,100.0
OutDegreeDistinct,7,13.580246913580249,100.0
PatternSize,7,20.37037037037037,61.111111111111114
ResponseForClass,7,13.147410358565734,100.0
SourceLinesOfCode,7,13.147410358565734,100.0
WeightedMethodCount,7,13.147410358565734,100.0
