name,count,percentage_faulty mean,percentage_faulty std,percentage_total_faults mean,percentage_total_faults std
CommentDensity,5,33.56177606177606,26.31511538308846,77.9047619047619,20.131652855938537
CommentLinesOfCode,5,33.56177606177606,26.31511538308846,77.9047619047619,20.131652855938537
CouplingBetweenObjects,5,15.98927159796725,11.471060677700963,100.0,0.0
CyclomaticComplexity,5,15.98927159796725,11.471060677700963,100.0,0.0
DepthOfInheritance,5,18.673791961463195,8.272799535290437,72.42328042328043,23.60566460086573
DepthOfNesting,5,30.01928640308583,41.19715198140856,24.666666666666664,23.28566559543064
FanIn,5,20.082758620689656,17.33455598373921,63.37566137566138,37.20160716420444
FanOut,5,15.98927159796725,11.471060677700963,100.0,0.0
LackOfCohesionInMethods,5,13.74396688033922,12.5320670395759,71.26984126984127,36.91286819999653
LinesOfCode,5,15.98927159796725,11.471060677700963,100.0,0.0
NumberOfChildren,5,21.639344262295083,43.948492976856954,9.851851851851851,17.323675688750313
NumberOfPatternVariables,4,38.800904977375566,43.205167037996915,30.833333333333332,21.666666666666668
OutDegree,5,17.140148374136963,12.397756719714977,99.62962962962963,0.828173324999919
OutDegreeDistinct,5,17.140148374136963,12.397756719714977,99.62962962962963,0.828173324999919
PatternSize,5,30.01928640308583,41.19715198140856,24.666666666666664,23.28566559543064
ResponseForClass,5,15.98927159796725,11.471060677700963,100.0,0.0
SourceLinesOfCode,5,15.98927159796725,11.471060677700963,100.0,0.0
WeightedMethodCount,5,15.95241687772808,11.490653761914276,99.62962962962963,0.828173324999919
