name,rows_with_data,faulty_rows_with_data,non_faulty_rows_with_data,percentage_faulty,percentage_total_faults
FanOut,210,52,158,24.761904761904763,100.0
FanIn,150,35,115,23.333333333333332,67.3076923076923
CouplingBetweenObjects,210,52,158,24.761904761904763,100.0
DepthOfInheritance,51,6,45,11.76470588235294,11.538461538461538
LackOfCohesionInMethods,74,8,66,10.81081081081081,15.384615384615385
LinesOfCode,210,52,158,24.761904761904763,100.0
SourceLinesOfCode,210,52,158,24.761904761904763,100.0
CommentLinesOfCode,83,36,47,43.373493975903614,69.23076923076923
CommentDensity,83,36,47,43.373493975903614,69.23076923076923
NumberOfChildren,36,4,32,11.11111111111111,7.6923076923076925
ResponseForClass,210,52,158,24.761904761904763,100.0
WeightedMethodCount,210,52,158,24.761904761904763,100.0
CyclomaticComplexity,210,52,158,24.761904761904763,100.0
DepthOfNesting,99,31,68,31.313131313131315,59.61538461538461
OutDegree,204,51,153,25.0,98.07692307692307
OutDegreeDistinct,204,51,153,25.0,98.07692307692307
PatternSize,99,31,68,31.313131313131315,59.61538461538461
NumberOfPatternVariables,84,27,57,32.142857142857146,51.92307692307693
