name,count,percentage_faulty mean,percentage_faulty std,percentage_total_faults mean,percentage_total_faults std
CommentDensity,7,32.68493698367196,12.82153052417647,60.94676771635288,23.93333853600591
CommentLinesOfCode,7,32.68493698367196,12.82153052417647,60.94676771635288,23.93333853600591
CouplingBetweenObjects,7,22.433476585780223,9.218894145970587,100.0,0.0
CyclomaticComplexity,7,22.433476585780223,9.218894145970587,100.0,0.0
DepthOfInheritance,7,24.130575166793374,13.031654502525189,60.935338539118085,21.317207105089636
DepthOfNesting,7,30.84792422542784,12.647552293381668,66.6801771915995,12.39844699776068
FanIn,7,22.49813581972412,9.496478773262496,79.66102671793078,6.890052668094906
FanOut,7,22.433476585780223,9.218894145970587,100.0,0.0
LackOfCohesionInMethods,7,25.2837339803355,12.458920744355906,72.01628078480641,17.66227852265625
LinesOfCode,7,22.433476585780223,9.218894145970587,100.0,0.0
NumberOfChildren,7,27.76089398530056,8.926861907732537,29.7272162663082,15.319986513652216
NumberOfPatternVariables,7,32.26182222356807,12.03352346903914,63.19027265546096,12.899713849948661
OutDegree,7,23.077822717706727,9.40291415546952,98.81304560353509,1.2079846079436318
OutDegreeDistinct,7,23.077822717706727,9.40291415546952,98.81304560353509,1.2079846079436318
PatternSize,7,30.84792422542784,12.647552293381668,66.6801771915995,12.39844699776068
ResponseForClass,7,22.433476585780223,9.218894145970587,100.0,0.0
SourceLinesOfCode,7,22.433476585780223,9.218894145970587,100.0,0.0
WeightedMethodCount,7,22.442032056955977,9.219596997474861,100.0,0.0
