name,rows_with_data,faulty_rows_with_data,non_faulty_rows_with_data,percentage_faulty,percentage_total_faults
FanOut,14,5,9,35.714285714285715,100.0
FanIn,6,3,3,50.0,60.0
CouplingBetweenObjects,14,5,9,35.714285714285715,100.0
DepthOfInheritance,9,3,6,33.33333333333333,60.0
LackOfCohesionInMethods,14,5,9,35.714285714285715,100.0
LinesOfCode,14,5,9,35.714285714285715,100.0
SourceLinesOfCode,14,5,9,35.714285714285715,100.0
CommentLinesOfCode,5,4,1,80.0,80.0
CommentDensity,5,4,1,80.0,80.0
NumberOfChildren,2,2,0,100.0,40.0
ResponseForClass,14,5,9,35.714285714285715,100.0
WeightedMethodCount,14,5,9,35.714285714285715,100.0
CyclomaticComplexity,14,5,9,35.714285714285715,100.0
DepthOfNesting,2,2,0,100.0,40.0
OutDegree,13,5,8,38.46153846153847,100.0
OutDegreeDistinct,13,5,8,38.46153846153847,100.0
PatternSize,2,2,0,100.0,40.0
NumberOfPatternVariables,2,2,0,100.0,40.0
