name,count,percentage_faulty,percentage_total_faults
CommentDensity,7,34.94077834179357,72.5
CommentLinesOfCode,7,34.94077834179357,72.5
CouplingBetweenObjects,7,23.05699481865285,100.0
CyclomaticComplexity,7,23.05699481865285,100.0
DepthOfInheritance,7,18.421052631578945,50.0
DepthOfNesting,7,31.578947368421048,67.6056338028169
FanIn,7,24.291497975708502,82.5
FanOut,7,23.05699481865285,100.0
LackOfCohesionInMethods,7,23.88059701492537,67.6056338028169
LinesOfCode,7,23.05699481865285,100.0
NumberOfChildren,7,25.86666666666667,21.34831460674157
NumberOfPatternVariables,7,30.90909090909091,61.79775280898876
OutDegree,7,23.71967654986523,98.87640449438202
OutDegreeDistinct,7,23.71967654986523,98.87640449438202
PatternSize,7,31.578947368421048,67.6056338028169
ResponseForClass,7,23.05699481865285,100.0
SourceLinesOfCode,7,23.05699481865285,100.0
WeightedMethodCount,7,23.11688311688312,100.0
