name,rows_with_data,faulty_rows_with_data,non_faulty_rows_with_data,percentage_faulty,percentage_total_faults
FanOut,405,77,328,19.012345679012345,100.0
FanIn,342,53,289,15.497076023391813,68.83116883116884
CouplingBetweenObjects,405,77,328,19.012345679012345,100.0
DepthOfInheritance,342,63,279,18.421052631578945,81.81818181818183
LackOfCohesionInMethods,124,51,73,41.12903225806452,66.23376623376623
LinesOfCode,405,77,328,19.012345679012345,100.0
SourceLinesOfCode,405,77,328,19.012345679012345,100.0
CommentLinesOfCode,57,23,34,40.35087719298245,29.87012987012987
CommentDensity,57,23,34,40.35087719298245,29.87012987012987
NumberOfChildren,39,14,25,35.8974358974359,18.181818181818183
ResponseForClass,405,77,328,19.012345679012345,100.0
WeightedMethodCount,405,77,328,19.012345679012345,100.0
CyclomaticComplexity,405,77,328,19.012345679012345,100.0
DepthOfNesting,114,36,78,31.57894736842105,46.75324675324675
OutDegree,395,75,320,18.9873417721519,97.40259740259741
OutDegreeDistinct,395,75,320,18.9873417721519,97.40259740259741
PatternSize,114,36,78,31.57894736842105,46.75324675324675
NumberOfPatternVariables,110,34,76,30.909090909090907,44.15584415584416
