name,rows_with_data,faulty_rows_with_data,non_faulty_rows_with_data,percentage_faulty,percentage_total_faults
FanOut,483,54,429,11.180124223602485,100.0
FanIn,232,23,209,9.913793103448276,42.592592592592595
CouplingBetweenObjects,483,54,429,11.180124223602485,100.0
DepthOfInheritance,365,50,315,13.698630136986301,92.5925925925926
LackOfCohesionInMethods,454,51,403,11.233480176211454,94.44444444444444
LinesOfCode,483,54,429,11.180124223602485,100.0
SourceLinesOfCode,483,54,429,11.180124223602485,100.0
CommentLinesOfCode,185,27,158,14.594594594594595,50.0
CommentDensity,185,27,158,14.594594594594595,50.0
NumberOfChildren,61,5,56,8.19672131147541,9.25925925925926
ResponseForClass,483,54,429,11.180124223602485,100.0
WeightedMethodCount,482,53,429,10.995850622406639,98.14814814814815
CyclomaticComplexity,483,54,429,11.180124223602485,100.0
DepthOfNesting,61,18,43,29.508196721311474,33.33333333333333
OutDegree,418,53,365,12.679425837320574,98.14814814814815
OutDegreeDistinct,418,53,365,12.679425837320574,98.14814814814815
PatternSize,61,18,43,29.508196721311474,33.33333333333333
NumberOfPatternVariables,52,18,34,34.61538461538461,33.33333333333333
