name,rows_with_data,faulty_rows_with_data,non_faulty_rows_with_data,percentage_faulty,percentage_total_faults
FanOut,165,37,128,22.424242424242426,100.0
FanIn,132,35,97,26.515151515151516,94.5945945945946
CouplingBetweenObjects,165,37,128,22.424242424242426,100.0
DepthOfInheritance,67,18,49,26.865671641791046,48.64864864864865
LackOfCohesionInMethods,106,17,89,16.037735849056602,45.94594594594595
LinesOfCode,169,37,132,21.893491124260358,100.0
SourceLinesOfCode,169,37,132,21.893491124260358,100.0
CommentLinesOfCode,66,15,51,22.727272727272727,40.54054054054054
CommentDensity,66,15,51,22.727272727272727,40.54054054054054
NumberOfChildren,20,3,17,15.0,8.108108108108109
ResponseForClass,169,37,132,21.893491124260358,100.0
WeightedMethodCount,169,37,132,21.893491124260358,100.0
CyclomaticComplexity,169,37,132,21.893491124260358,100.0
DepthOfNesting,62,25,37,40.32258064516129,67.56756756756756
OutDegree,165,37,128,22.424242424242426,100.0
OutDegreeDistinct,165,37,128,22.424242424242426,100.0
PatternSize,62,25,37,40.32258064516129,67.56756756756756
NumberOfPatternVariables,60,24,36,40.0,64.86486486486487
