name,rows_with_data,faulty_rows_with_data,non_faulty_rows_with_data,percentage_faulty,percentage_total_faults
FanOut,889,35,854,3.937007874015748,94.5945945945946
FanIn,675,26,649,3.851851851851852,70.27027027027027
CouplingBetweenObjects,911,36,875,3.951701427003293,97.2972972972973
DepthOfInheritance,695,20,675,2.877697841726619,54.054054054054056
LackOfCohesionInMethods,293,13,280,4.436860068259386,35.13513513513514
LinesOfCode,919,37,882,4.026115342763874,100.0
SourceLinesOfCode,919,37,882,4.026115342763874,100.0
CommentLinesOfCode,71,13,58,18.30985915492958,35.13513513513514
CommentDensity,71,13,58,18.30985915492958,35.13513513513514
NumberOfChildren,156,11,145,7.051282051282051,29.72972972972973
ResponseForClass,486,27,459,5.555555555555555,72.97297297297297
WeightedMethodCount,417,21,396,5.0359712230215825,56.75675675675676
CyclomaticComplexity,417,21,396,5.0359712230215825,56.75675675675676
OutDegree,349,18,331,5.157593123209169,48.64864864864865
OutDegreeDistinct,349,18,331,5.157593123209169,48.64864864864865
