commit,faults,path,ImplicitDefinitions,ImplicitConversions,ImplicitParameters,OverridingPatternVariables,UsageOfNull,UnitVariables,FunctionVariables,NumberOfReturns
HEAD,0,package http4s - package laws - package discipline - trait ArbitraryInstances - method http4sTestingArbitraryForEntityDecoder - <$anon: org.http4s.EntityDecoder[F A]>,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HEAD,0,package http4s - package laws - package discipline - object ArbitraryInstances,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HEAD,1,package http4s - package internal - package object internal,8.0,0.0,0.0,0.0,4.0,0.0,1.0,0.0
HEAD,0,package http4s - package internal - package object internal - object HexDecodeException,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HEAD,1,package internal - object Logger,2.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0
HEAD,0,package http4s - trait EntityDecoder,9.0,0.0,5.0,0.0,0.0,0.0,10.0,0.0
HEAD,0,package http4s - trait EntityDecoder - method map - <$anon: org.http4s.EntityDecoder[F T2]>,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HEAD,0,package http4s - trait EntityDecoder - method flatMapR - <$anon: org.http4s.EntityDecoder[F T2]>,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HEAD,0,package http4s - trait EntityDecoder - method transform - <$anon: org.http4s.EntityDecoder[F T2]>,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HEAD,0,package http4s - trait EntityDecoder - method transformWith - <$anon: org.http4s.EntityDecoder[F T2]>,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HEAD,1,package http4s - object EntityDecoder,26.0,0.0,10.0,0.0,0.0,0.0,1.0,0.0
HEAD,0,package http4s - object EntityDecoder - method semigroupKForEntityDecoder - <$anon: <error>>,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HEAD,0,package http4s - object EntityDecoder - method semigroupKForEntityDecoder - <$anon: <error>> - method combineK - <$anon: org.http4s.EntityDecoder[F T]>,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HEAD,0,package http4s - object EntityDecoder - method decodeBy - <$anon: org.http4s.EntityDecoder[F T]>,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
HEAD,0,package http4s - object EntityDecoder - method error - <$anon: org.http4s.EntityDecoder[F T]>,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HEAD,0,package http4s - class UrlForm,6.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0
HEAD,1,package http4s - object UrlForm,5.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
HEAD,0,package http4s - object UrlForm - <$anon: <error>>,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HEAD,1,package http4s - trait Media,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HEAD,0,package http4s - object Media,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HEAD,0,package http4s - object Media - method apply - <$anon: org.http4s.Media[F]>,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HEAD,1,package http4s - package util - package object util,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HEAD,0,package http4s - class ContentCoding,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HEAD,1,package http4s - object ContentCoding,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0
HEAD,0,package http4s - object ContentCoding - method parse - <$anon: org.http4s.parser.Http4sParser[org.http4s.ContentCoding] with org.http4s.ContentCoding.ContentCodingParser>,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HEAD,0,package http4s - object ContentCoding - trait ContentCodingParser,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HEAD,0,package http4s - object ContentCoding - <$anon: org.http4s.HttpCodec[org.http4s.ContentCoding]>,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
HEAD,1,package http4s - package client - package asynchttpclient - object AsyncHttpClient,6.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
HEAD,1,package http4s - package client - package asynchttpclient - object AsyncHttpClient - method asyncHandler - <$anon: <error>>,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HEAD,0,package http4s - package client - package asynchttpclient - object AsyncHttpClient - class NoOpCookieStore,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HEAD,1,package http4s - package client - package asynchttpclient - object AsyncHttpClient,6.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
HEAD,1,package http4s - package client - package asynchttpclient - object AsyncHttpClient - method asyncHandler - <$anon: <error>>,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HEAD,0,package http4s - package client - package asynchttpclient - object AsyncHttpClient - class NoOpCookieStore,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HEAD,1,package http4s - package server - package staticcontent - object FileService,7.0,0.0,2.0,1.0,0.0,0.0,2.0,0.0
HEAD,0,package http4s - package server - package staticcontent - object FileService - class Config,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
HEAD,0,package http4s - package server - package staticcontent - object FileService - object Config,2.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
HEAD,0,package http4s - package server - package staticcontent - object FileService - method apply - object BadTraversal,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HEAD,1,package http4s - package server - package staticcontent - object WebjarService,4.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
HEAD,0,package http4s - package server - package staticcontent - object WebjarService - class Config,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
HEAD,0,package http4s - package server - package staticcontent - object WebjarService - class WebjarAsset,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HEAD,0,package http4s - package server - package staticcontent - object WebjarService - method apply - object BadTraversal,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HEAD,1,package http4s - package server - package staticcontent - object WebjarService,4.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
HEAD,0,package http4s - package server - package staticcontent - object WebjarService - class Config,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
HEAD,0,package http4s - package server - package staticcontent - object WebjarService - class WebjarAsset,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HEAD,0,package http4s - package server - package staticcontent - object WebjarService - method apply - object BadTraversal,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HEAD,1,package http4s - package client - package asynchttpclient - object AsyncHttpClient,6.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
HEAD,1,package http4s - package client - package asynchttpclient - object AsyncHttpClient - method asyncHandler - <$anon: <error>>,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HEAD,0,package http4s - package client - package asynchttpclient - object AsyncHttpClient - class NoOpCookieStore,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HEAD,1,package http4s - package blazecore - package websocket - class Http4sWSStage,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
HEAD,0,package http4s - package blazecore - package websocket - object Http4sWSStage,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HEAD,1,package http4s - package client - package jetty - object JettyClient,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HEAD,1,package http4s - package client - package jetty - object JettyClient,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HEAD,1,package http4s - package client - package blaze - object BlazeClient,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
HEAD,0,package http4s - package client - package blaze - object BlazeClient - method makeClient - <none>,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HEAD,1,package http4s - package blazecore - class ResponseHeaderTimeoutStage,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0
HEAD,0,package http4s - package blazecore - class ResponseHeaderTimeoutStage - <$anon: Runnable>,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HEAD,1,package http4s - package client - package blaze - class Http1Support,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HEAD,1,package http4s - package client - package blaze - object Http1Client,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
HEAD,1,package http4s - package client - trait ConnectionManager,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HEAD,0,package http4s - package client - trait ConnectionManager - class NextConnection,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HEAD,0,package http4s - package client - object ConnectionManager,2.0,0.0,1.0,0.0,0.0,0.0,3.0,0.0
HEAD,1,package http4s - package client - package blaze - class BlazeClientBuilder,1.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0
HEAD,1,package http4s - package client - package blaze - class BlazeClientBuilder - method copy - <$anon: org.http4s.client.blaze.BlazeClientBuilder[F]>,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HEAD,1,package http4s - package client - package blaze - object BlazeClientBuilder,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HEAD,1,package http4s - package client - package blaze - object BlazeClientBuilder - method apply - <$anon: org.http4s.client.blaze.BlazeClientBuilder[F]>,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HEAD,1,package build - object Http4sPlugin,2.0,6.0,0.0,2.0,0.0,0.0,0.0,0.0
HEAD,0,package build - object Http4sPlugin - object autoImport,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HEAD,0,package build - object Http4sPlugin - class StepSyntax,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HEAD,0,package build - object Http4sPlugin - class StateFCommand,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HEAD,0,package http4s - trait Message,9.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0
HEAD,0,package http4s - object Message,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HEAD,0,package http4s - object Message - object Keys,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HEAD,1,package http4s - class Request,5.0,1.0,0.0,0.0,0.0,0.0,3.0,0.0
HEAD,0,package http4s - object Request,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HEAD,0,package http4s - object Request - method apply - <$anon: org.http4s.Request[F]>,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HEAD,0,package http4s - object Request - class Connection,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HEAD,0,package http4s - object Request - object Keys,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HEAD,0,package http4s - class Response,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HEAD,0,package http4s - object Response,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HEAD,1,package http4s - package server - package middleware - object AutoSlash,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HEAD,1,package http4s - package client - package middleware - object Retry,4.0,1.0,2.0,0.0,0.0,0.0,5.0,0.0
HEAD,0,package http4s - package client - package middleware - object RetryPolicy,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0
HEAD,1,package http4s - package client - package middleware - object FollowRedirect,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
HEAD,1,package http4s - package parser - trait Rfc3986Parser,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HEAD,1,package http4s - package blazecore - package websocket - class Http4sWSStage,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
HEAD,0,package http4s - package blazecore - package websocket - object Http4sWSStage,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HEAD,1,package http4s - package server - package middleware - object RequestLogger,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
HEAD,1,package http4s - package client - package blaze - object BlazeClient,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
HEAD,0,package http4s - package client - package blaze - object BlazeClient - method makeClient - <none>,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HEAD,1,package build - object Http4sPlugin,2.0,6.0,0.0,2.0,0.0,0.0,0.0,0.0
HEAD,0,package build - object Http4sPlugin - object autoImport,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HEAD,0,package build - object Http4sPlugin - class StepSyntax,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HEAD,0,package build - object Http4sPlugin - class StateFCommand,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HEAD,1,package http4s - package client - package blaze - object BlazeClient,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
HEAD,0,package http4s - package client - package blaze - object BlazeClient - method makeClient - <none>,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HEAD,1,package build - object Http4sPlugin,2.0,6.0,0.0,2.0,0.0,0.0,0.0,0.0
HEAD,0,package build - object Http4sPlugin - object autoImport,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HEAD,0,package build - object Http4sPlugin - class StepSyntax,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HEAD,0,package build - object Http4sPlugin - class StateFCommand,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HEAD,1,package http4s - package client - package blaze - object BlazeClient,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
HEAD,0,package http4s - package client - package blaze - object BlazeClient - method makeClient - <none>,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HEAD,1,package http4s - package client - package blaze - object BlazeClient,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
HEAD,0,package http4s - package client - package blaze - object BlazeClient - method makeClient - <none>,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HEAD,1,package middleware - object Metrics,10.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0
HEAD,1,package http4s - package server - package blaze - class BlazeServerBuilder,1.0,0.0,1.0,0.0,1.0,0.0,3.0,0.0
HEAD,1,package http4s - package server - package blaze - class BlazeServerBuilder - method resource - <none>,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HEAD,0,package http4s - package server - package blaze - object BlazeServerBuilder,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HEAD,0,package http4s - package server - package blaze - object Http1ServerStage,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
HEAD,0,package http4s - package server - package blaze - object Http1ServerStage - method apply - <$anon: <error> with org.http4s.server.blaze.WebSocketSupport[F]>,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HEAD,1,package http4s - package server - package blaze - class Http1ServerStage,1.0,2.0,5.0,0.0,0.0,0.0,6.0,0.0
HEAD,0,package http4s - package server - package blaze - class Http1ServerStage - method runRequest - <$anon: Runnable>,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HEAD,1,package http4s - package server - package blaze - class Http2NodeStage,2.0,0.0,0.0,2.0,9.0,0.0,3.0,0.0
HEAD,0,package http4s - package server - package blaze - class Http2NodeStage - method checkAndRunRequest - <$anon: Runnable>,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HEAD,1,package http4s - package client - package blaze - object BlazeClient,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
HEAD,0,package http4s - package client - package blaze - object BlazeClient - method makeClient - <none>,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HEAD,1,package http4s - package blazecore - class IdleTimeoutStage,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
HEAD,0,package http4s - package blazecore - class IdleTimeoutStage - <$anon: Runnable>,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HEAD,1,package http4s - package client - package blaze - object BlazeClient,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
HEAD,0,package http4s - package client - package blaze - object BlazeClient - method makeClient - <none>,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HEAD,1,package http4s - package client - package blaze - object Http1Client,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
HEAD,1,package http4s - package client - package blaze - object BlazeClient,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
HEAD,0,package client - object StreamClient,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HEAD,1,package client - class HttpClient,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HEAD,1,package http4s - package client - package blaze - class BlazeClientBuilder,4.0,0.0,0.0,0.0,0.0,0.0,18.0,0.0
HEAD,0,package http4s - package client - package blaze - class BlazeClientBuilder - method copy - <$anon: org.http4s.client.blaze.BlazeClientBuilder[F]>,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HEAD,0,package http4s - package client - package blaze - object BlazeClientBuilder,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HEAD,0,package http4s - package client - package blaze - object BlazeClientBuilder - method apply - <$anon: org.http4s.client.blaze.BlazeClientBuilder[F]>,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HEAD,1,package http4s - package testing - trait Http4sMatchers,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HEAD,0,package http4s - package servlet - class ServletIo,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HEAD,1,package http4s - package servlet - class BlockingServletIo,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HEAD,1,package http4s - package servlet - class NonBlockingServletIo,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0
HEAD,0,package http4s - package servlet - class NonBlockingServletIo - method reader - trait State,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HEAD,0,package http4s - package servlet - class NonBlockingServletIo - method reader - object Init,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HEAD,0,package http4s - package servlet - class NonBlockingServletIo - method reader - object Ready,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HEAD,0,package http4s - package servlet - class NonBlockingServletIo - method reader - object Complete,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HEAD,0,package http4s - package servlet - class NonBlockingServletIo - method reader - class Errored,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HEAD,0,package http4s - package servlet - class NonBlockingServletIo - method reader - class Blocked,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HEAD,0,package http4s - package servlet - class NonBlockingServletIo - method reader - <none>,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HEAD,0,package http4s - package servlet - class NonBlockingServletIo - method initWriter - trait State,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HEAD,0,package http4s - package servlet - class NonBlockingServletIo - method initWriter - object Init,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HEAD,0,package http4s - package servlet - class NonBlockingServletIo - method initWriter - object Ready,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HEAD,0,package http4s - package servlet - class NonBlockingServletIo - method initWriter - class Errored,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HEAD,0,package http4s - package servlet - class NonBlockingServletIo - method initWriter - class Blocked,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
HEAD,0,package http4s - package servlet - class NonBlockingServletIo - method initWriter - class AwaitingLastWrite,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
HEAD,0,package http4s - package servlet - class NonBlockingServletIo - method initWriter - <$anon: <error>>,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HEAD,1,package servlet - class Http4sServlet,1.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0
HEAD,0,package servlet - class Http4sServlet - object ServletRequestKeys,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HEAD,1,package http4s - package servlet - class AsyncHttp4sServlet,1.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0
HEAD,1,package http4s - package servlet - class AsyncHttp4sServlet - class AsyncTimeoutHandler,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
HEAD,0,package http4s - package servlet - object AsyncHttp4sServlet,1.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0
HEAD,1,package http4s - package servlet - class BlockingHttp4sServlet,1.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0
HEAD,0,package http4s - package servlet - object BlockingHttp4sServlet,2.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0
HEAD,1,package http4s - package servlet - package object servlet,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HEAD,1,package http4s - package server - package middleware - object ResponseLogger,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0
HEAD,1,package http4s - package server - package staticcontent - class MemoryCache,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
HEAD,0,package http4s - package server - package staticcontent - object MemoryCache,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HEAD,1,package http4s - package client - package asynchttpclient - object AsyncHttpClient,12.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
HEAD,1,package http4s - package client - package asynchttpclient - object AsyncHttpClient - method asyncHandler - <$anon: <error>>,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HEAD,0,package http4s - package client - package asynchttpclient - object AsyncHttpClient - method asyncHandler - <$anon: <error>> - method onStream - <$anon: Runnable>,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HEAD,0,package http4s - package client - package asynchttpclient - object AsyncHttpClient - method asyncHandler - <$anon: <error>> - method onThrowable - <$anon: Runnable>,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HEAD,1,package http4s - package servlet - class AsyncHttp4sServlet,2.0,0.0,2.0,0.0,0.0,0.0,5.0,0.0
HEAD,0,package http4s - package servlet - class AsyncHttp4sServlet - class AsyncTimeoutHandler,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
HEAD,1,package http4s - package servlet - object AsyncHttp4sServlet,1.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0
HEAD,1,package http4s - package server - package middleware - object EntityLimiter,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HEAD,0,package http4s - package server - package middleware - object EntityLimiter - class EntityTooLarge,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HEAD,1,package http4s - package internal - package object internal,4.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
HEAD,0,package http4s - package internal - package object internal - object HexDecodeException,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HEAD,1,package blaze - object Example,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HEAD,1,package client - object MultipartClient,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HEAD,1,package client - class MultipartHttpClient,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HEAD,1,package http4s - package client - package blaze - object Http1Client,2.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
HEAD,1,package http4s - package server - package staticcontent - package object staticcontent,3.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0
HEAD,1,package http4s - package server - package staticcontent - object FileService,5.0,0.0,1.0,1.0,0.0,0.0,2.0,0.0
HEAD,1,package http4s - package server - package staticcontent - object FileService - class Config,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
HEAD,1,package http4s - package server - package staticcontent - object FileService - object Config,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
HEAD,1,package http4s - package server - package middleware - object GZip,4.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0
HEAD,0,package http4s - package server - package middleware - object GZip - class TrailerGen,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HEAD,1,package http4s - package client - package middleware - object ResponseLogger,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
HEAD,1,package client - package blaze - class BlazeClientConfig,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
HEAD,1,package client - package blaze - object BlazeClientConfig,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
HEAD,1,package http4s - package multipart - class MultipartEncoder,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0
HEAD,1,package http4s - package server - package staticcontent - object ResourceService,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HEAD,1,package http4s - package server - package staticcontent - object ResourceService - class Config,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HEAD,0,package util - trait Renderer,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HEAD,0,package util - object Renderer,4.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
HEAD,0,package util - object Renderer - <$anon: org.http4s.util.Renderer[java.time.Instant]>,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HEAD,0,package util - object Renderer - <$anon: org.http4s.util.Renderer[scala.concurrent.duration.FiniteDuration]>,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HEAD,0,package util - object Renderer - <$anon: org.http4s.util.Renderer[Long]>,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HEAD,0,package util - object Renderer - method eitherRenderer - <$anon: org.http4s.util.Renderer[Either[A B]]>,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HEAD,0,package util - trait Renderable,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
HEAD,0,package util - object Renderable,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HEAD,0,package util - object Renderable - <$anon: org.http4s.util.Renderer[org.http4s.util.Renderable]>,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HEAD,0,package util - object Writer,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
HEAD,0,package util - trait Writer,3.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0
HEAD,0,package util - class StringWriter,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HEAD,0,package util - object StringWriter,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HEAD,1,package util - class SegmentWriter,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HEAD,1,package http4s - package server - package tomcat - class TomcatBuilder,0.0,0.0,1.0,0.0,2.0,0.0,10.0,0.0
HEAD,0,package http4s - package server - package tomcat - class TomcatBuilder - method start - <none>,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
