name,count,percentage_faulty mean,percentage_faulty std,percentage_total_faults mean,percentage_total_faults std
FractionCurrying,6,9.070241719186486,3.232132382858357,2.3466090840375475,2.1713229754576275
FractionFunctionCalls,7,11.060943322561524,6.581630347174035,10.391152405143812,8.70921744156668
FractionFunctions,7,10.548030774891561,4.7094129373620675,45.892872664340494,15.290013491359435
FractionHigherOrderCalls,7,9.824974650303018,3.6321871692826053,35.68652412967911,14.296405483012514
FractionInnerVariableAssignment,7,12.332106530508577,8.220732077209378,2.755685691209408,2.0121541739141726
FractionLazyValues,7,12.521518910359896,7.83872432415115,2.4907441384902946,2.0054421068655404
FractionNestedMethods,7,14.880757832674716,8.492867200942735,13.796236616428184,6.399221342710769
FractionOuterVariableAssignment,7,8.739332793148602,7.428821714472871,3.7097707508243554,7.123574429347694
FractionOuterVariableUsage,7,10.823538634959522,8.8514125966271,7.035455743065174,10.872657771955192
FractionPatternMatching,7,15.164019793669963,7.661105892965131,36.14223291027477,9.841267711390008
FractionRecursiveCalls,7,8.174467122942415,5.323612639877247,1.8368963499946187,1.2397684268363764
FractionSideEffectCalls,7,10.255193262538214,5.779919125900629,18.777952425425152,18.802558603306426
FractionSideEffectFunctions,7,18.5898191791021,15.23913204740663,4.812601806634848,6.5262585389696115
FractionSideEffects,7,11.25029593815756,4.456673448869439,27.281806162164084,20.290881181250274
FractionVariableDefinitions,7,14.37821854984988,10.664733766138939,2.682780710958721,1.9714761784793402
FractionVariables,7,12.389277098294425,6.619390136573426,8.873573533666464,10.904753960589586
FunctionalScoreFraction,7,10.520198845591906,4.27712865835965,72.1239910936463,9.710671501206356
HasFunctionParameters,7,9.496436870501494,3.892778481646463,13.282162134984745,11.60338547391002
HasMultipleParameterLists,7,10.831728909813293,5.766486974047424,25.393956711745602,19.424601610849653
HasPointsFraction,7,10.056689212130866,4.383050728530452,78.80015465685483,9.388801463468162
ImperativeScoreFraction,7,11.136483293841973,4.609718493576868,27.962505322307216,20.77416145797523
IsFunction,7,7.809656804971012,9.773791847626732,4.489595965945485,8.23820041935685
IsNested,7,7.670297437903685,2.9987489713801008,3.1309415156958305,1.20907549011185
IsSideEffect,7,6.8469929428010845,4.437266015468571,13.496585119881164,17.089206750383614
ParadigmScoreFraction,7,10.095357505049472,4.397083682070379,78.56822866237296,9.22011410586204
