name,rows_with_data,faulty_rows_with_data,non_faulty_rows_with_data,percentage_faulty,percentage_total_faults
CyclomaticComplexity,1103,97,1006,8.794197642792383,100.0
DepthOfNesting,242,43,199,17.768595041322314,44.329896907216494
LinesOfCode,1103,97,1006,8.794197642792383,100.0
SourceLinesOfCode,1103,97,1006,8.794197642792383,100.0
CommentLinesOfCode,95,33,62,34.73684210526316,34.02061855670103
CommentDensity,95,33,62,34.73684210526316,34.02061855670103
OutDegree,1023,95,928,9.286412512218964,97.9381443298969
OutDegreeDistinct,1023,95,928,9.286412512218964,97.9381443298969
PatternSize,242,43,199,17.768595041322314,44.329896907216494
NumberOfPatternVariables,211,40,171,18.95734597156398,41.23711340206185
