name,rows_with_data,faulty_rows_with_data,non_faulty_rows_with_data,percentage_faulty,percentage_total_faults
CyclomaticComplexity,3323,217,3106,6.530243755642491,100.0
DepthOfNesting,387,55,332,14.21188630490956,25.34562211981567
LinesOfCode,3323,217,3106,6.530243755642491,100.0
SourceLinesOfCode,3323,217,3106,6.530243755642491,100.0
CommentLinesOfCode,44,12,32,27.27272727272727,5.529953917050691
CommentDensity,44,12,32,27.27272727272727,5.529953917050691
OutDegree,2381,184,2197,7.727845443091138,84.7926267281106
OutDegreeDistinct,2381,184,2197,7.727845443091138,84.7926267281106
PatternSize,387,55,332,14.21188630490956,25.34562211981567
NumberOfPatternVariables,379,53,326,13.984168865435356,24.42396313364055
