name,rows_with_data,faulty_rows_with_data,non_faulty_rows_with_data,percentage_faulty,percentage_total_faults
CyclomaticComplexity,2297,85,2212,3.7004788855028297,100.0
DepthOfNesting,608,38,570,6.25,44.70588235294118
LinesOfCode,2297,85,2212,3.7004788855028297,100.0
SourceLinesOfCode,2297,85,2212,3.7004788855028297,100.0
CommentLinesOfCode,113,2,111,1.7699115044247788,2.3529411764705883
CommentDensity,113,2,111,1.7699115044247788,2.3529411764705883
OutDegree,1685,73,1612,4.332344213649852,85.88235294117646
OutDegreeDistinct,1685,73,1612,4.332344213649852,85.88235294117646
PatternSize,608,38,570,6.25,44.70588235294118
NumberOfPatternVariables,565,35,530,6.1946902654867255,41.17647058823529
