name,rows_with_data,faulty_rows_with_data,non_faulty_rows_with_data,percentage_faulty,percentage_total_faults
CyclomaticComplexity,18665,1228,17437,6.5791588534690595,100.0
DepthOfNesting,2398,395,2003,16.4720600500417,32.16612377850163
LinesOfCode,18665,1228,17437,6.5791588534690595,100.0
SourceLinesOfCode,18665,1228,17437,6.5791588534690595,100.0
CommentLinesOfCode,1794,398,1396,22.1850613154961,32.410423452768725
CommentDensity,1794,398,1396,22.1850613154961,32.410423452768725
OutDegree,14395,1149,13246,7.9819381729767285,93.56677524429968
OutDegreeDistinct,14395,1149,13246,7.9819381729767285,93.56677524429968
PatternSize,2398,395,2003,16.4720600500417,32.16612377850163
NumberOfPatternVariables,2081,356,1725,17.107160019221528,28.990228013029316
