name,count,percentage_faulty mean,percentage_faulty std,percentage_total_faults mean,percentage_total_faults std
CommentDensity,7,23.49025788107141,10.314693691574533,18.03995685441226,13.757775488350724
CommentLinesOfCode,7,23.49025788107141,10.314693691574533,18.03995685441226,13.757775488350724
CyclomaticComplexity,7,7.543085285940582,2.50248956432308,100.0,0.0
DepthOfNesting,7,14.941671426898811,4.099581339061526,33.37800542702934,9.492594556447562
LinesOfCode,7,7.543085285940582,2.50248956432308,100.0,0.0
NumberOfPatternVariables,7,15.657482892204083,4.711746762679479,31.076261512541755,8.42851777893816
OutDegree,7,8.525293984681202,2.5644119638322027,93.67380923758489,5.943505543680432
OutDegreeDistinct,7,8.525293984681202,2.5644119638322027,93.67380923758489,5.943505543680432
PatternSize,7,14.941671426898811,4.099581339061526,33.37800542702934,9.492594556447562
SourceLinesOfCode,7,7.543085285940582,2.50248956432308,100.0,0.0
