name,rows_with_data,faulty_rows_with_data,non_faulty_rows_with_data,percentage_faulty,percentage_total_faults
CyclomaticComplexity,3335,239,3096,7.166416791604198,100.0
DepthOfNesting,508,91,417,17.913385826771652,38.07531380753138
LinesOfCode,3335,239,3096,7.166416791604198,100.0
SourceLinesOfCode,3335,239,3096,7.166416791604198,100.0
CommentLinesOfCode,208,56,152,26.923076923076923,23.430962343096233
CommentDensity,208,56,152,26.923076923076923,23.430962343096233
OutDegree,2854,234,2620,8.199018920812893,97.90794979079497
OutDegreeDistinct,2854,234,2620,8.199018920812893,97.90794979079497
PatternSize,508,91,417,17.913385826771652,38.07531380753138
NumberOfPatternVariables,442,83,359,18.778280542986426,34.72803347280335
