name,count,percentage_faulty,percentage_total_faults
CommentDensity,7,26.744186046511626,23.430962343096233
CommentLinesOfCode,7,26.744186046511626,23.430962343096233
CyclomaticComplexity,7,7.166416791604197,100.0
DepthOfNesting,7,16.472060050041698,32.16612377850163
LinesOfCode,7,7.166416791604197,100.0
NumberOfPatternVariables,7,17.107160019221528,28.990228013029324
OutDegree,7,8.199018920812893,96.82539682539681
OutDegreeDistinct,7,8.199018920812893,96.82539682539681
PatternSize,7,16.472060050041698,32.16612377850163
SourceLinesOfCode,7,7.166416791604197,100.0
