name,count,percentage_faulty mean,percentage_faulty std,percentage_total_faults mean,percentage_total_faults std
FunctionalCalls,7,13.11785610057622,5.482903477100118,42.045871953515416,9.76934957679643
FunctionalScoreLandkroon,7,11.737793819213811,4.141089312904674,51.1855056306285,9.714453510421162
HasPointsLandkroon,7,11.3411761056403,4.231718630764717,55.46326345237304,9.512009028008105
HigherOrder,7,9.496436870501494,3.892778481646463,13.282162134984745,11.60338547391002
ImperativeCalls,7,11.014210421313257,7.765646105204088,6.224357521291469,5.9410465431205255
ImperativeScoreLandkroon,7,11.552428201190267,5.860460817109089,12.630782685226434,12.740486621167355
Nested,7,7.670297437903685,2.9987489713801008,3.1309415156958305,1.20907549011185
ParadigmScoreLandkroon,7,11.737793819213811,4.141089312904674,51.1855056306285,9.714453510421162
Recursive,7,8.260248323215754,5.308845954026407,1.8941224450939838,1.318226546105359
SideEffects,7,12.389277098294425,6.619390136573426,8.873573533666464,10.904753960589586
