name,rows_with_data,faulty_rows_with_data,non_faulty_rows_with_data,percentage_faulty,percentage_total_faults
Recursive,1255,98,1157,7.808764940239044,3.5688273852876913
Nested,1433,87,1346,6.071179344033497,3.168244719592134
HigherOrder,2816,161,2655,5.717329545454546,5.863073561544064
FunctionalCalls,9715,942,8773,9.696345856922285,34.304442825928625
SideEffects,12422,876,11546,7.052004508130735,31.900946831755277
ImperativeCalls,2650,279,2371,10.528301886792454,10.160233066278222
FunctionalScoreLandkroon,13236,1109,12127,8.37866424901783,40.386016023306624
ImperativeScoreLandkroon,13289,990,12299,7.449770486868839,36.05243991260015
HasPointsLandkroon,22020,1550,20470,7.03905540417802,56.44573925710124
ParadigmScoreLandkroon,13236,1109,12127,8.37866424901783,40.386016023306624
