name,count,percentage_faulty,percentage_total_faults
FunctionalCalls,7,9.759036144578316,39.60923623445826
FunctionalScoreLandkroon,7,9.662808253648716,45.308310991957114
HasPointsLandkroon,7,9.580838323353293,56.44573925710124
HigherOrder,7,7.829181494661921,9.413854351687391
ImperativeCalls,7,10.528301886792454,5.3285968028419175
ImperativeScoreLandkroon,7,9.714285714285714,7.634730538922156
Nested,7,7.042253521126762,3.168244719592134
ParadigmScoreLandkroon,7,9.662808253648716,45.308310991957114
Recursive,7,7.808764940239044,1.3605442176870748
SideEffects,7,10.106382978723405,5.688622754491018
