name,rows_with_data,faulty_rows_with_data,non_faulty_rows_with_data,percentage_faulty,percentage_total_faults
Recursive,124,6,118,4.838709677419355,1.3605442176870748
Nested,235,23,212,9.787234042553191,5.215419501133787
HigherOrder,281,22,259,7.829181494661921,4.988662131519274
FunctionalCalls,1660,162,1498,9.759036144578314,36.734693877551024
SideEffects,56,5,51,8.928571428571429,1.1337868480725624
ImperativeCalls,60,3,57,5.0,0.6802721088435374
FunctionalScoreLandkroon,1987,192,1795,9.662808253648716,43.53741496598639
ImperativeScoreLandkroon,87,5,82,5.747126436781609,1.1337868480725624
HasPointsLandkroon,2004,192,1812,9.580838323353294,43.53741496598639
ParadigmScoreLandkroon,1987,192,1795,9.662808253648716,43.53741496598639
