name,rows_with_data,faulty_rows_with_data,non_faulty_rows_with_data,percentage_faulty,percentage_total_faults
Recursive,44,7,37,15.909090909090908,1.0479041916167664
Nested,210,13,197,6.190476190476191,1.9461077844311379
HigherOrder,758,69,689,9.102902374670185,10.32934131736527
FunctionalCalls,1581,330,1251,20.872865275142317,49.40119760479042
SideEffects,376,38,338,10.106382978723403,5.688622754491018
ImperativeCalls,268,24,244,8.955223880597014,3.592814371257485
FunctionalScoreLandkroon,2313,398,1915,17.20709035884133,59.58083832335329
ImperativeScoreLandkroon,525,51,474,9.714285714285714,7.634730538922156
HasPointsLandkroon,2623,432,2191,16.469691193290124,64.67065868263472
ParadigmScoreLandkroon,2313,398,1915,17.20709035884133,59.58083832335329
