name,precision,recall,mcc
FunctionalCalls,40.22915340547422,41.0,0.2768096812226614
FunctionalScoreLandkroon,39.15343915343915,40.714285714285715,0.2685932525733359
HasPointsLandkroon,43.606557377049185,42.765273311897104,0.2624780948665883
HigherOrder,45.625,24.115755627009648,0.19386990780222968
ImperativeCalls,41.912632821723726,26.141384388807072,0.17099289961185932
ImperativeScoreLandkroon,38.095238095238095,26.404494382022467,0.2293942262330817
Nested,0.0,0.0,0.0
ParadigmScoreLandkroon,37.855579868708965,51.985559566787,0.2684106218350035
Recursive,44.444444444444436,6.137184115523466,0.062111134116463664
SideEffects,36.36363636363637,19.666666666666664,0.19431429011973392
