name,rows_with_data,faulty_rows_with_data,non_faulty_rows_with_data,percentage_faulty,percentage_total_faults
FanOut,88,14,74,15.909090909090908,100.0
FanIn,25,2,23,8.0,14.285714285714285
CouplingBetweenObjects,88,14,74,15.909090909090908,100.0
DepthOfInheritance,39,6,33,15.384615384615385,42.857142857142854
LackOfCohesionInMethods,44,4,40,9.090909090909092,28.57142857142857
LinesOfCode,88,14,74,15.909090909090908,100.0
SourceLinesOfCode,88,14,74,15.909090909090908,100.0
CommentLinesOfCode,56,13,43,23.214285714285715,92.85714285714286
CommentDensity,56,13,43,23.214285714285715,92.85714285714286
NumberOfChildren,2,0,2,0.0,0.0
ResponseForClass,88,14,74,15.909090909090908,100.0
WeightedMethodCount,88,14,74,15.909090909090908,100.0
CyclomaticComplexity,88,14,74,15.909090909090908,100.0
DepthOfNesting,34,7,27,20.588235294117645,50.0
OutDegree,83,14,69,16.867469879518072,100.0
OutDegreeDistinct,83,14,69,16.867469879518072,100.0
PatternSize,34,7,27,20.588235294117645,50.0
NumberOfPatternVariables,34,7,27,20.588235294117645,50.0
