name,rows_with_data,faulty_rows_with_data,non_faulty_rows_with_data,percentage_faulty,percentage_total_faults
FanOut,106,40,66,37.735849056603776,100.0
FanIn,89,33,56,37.07865168539326,82.5
CouplingBetweenObjects,106,40,66,37.735849056603776,100.0
DepthOfInheritance,38,19,19,50.0,47.5
LackOfCohesionInMethods,79,31,48,39.24050632911392,77.5
LinesOfCode,106,40,66,37.735849056603776,100.0
SourceLinesOfCode,106,40,66,37.735849056603776,100.0
CommentLinesOfCode,47,23,24,48.93617021276596,57.49999999999999
CommentDensity,47,23,24,48.93617021276596,57.49999999999999
NumberOfChildren,40,15,25,37.5,37.5
ResponseForClass,106,40,66,37.735849056603776,100.0
WeightedMethodCount,106,40,66,37.735849056603776,100.0
CyclomaticComplexity,106,40,66,37.735849056603776,100.0
DepthOfNesting,67,32,35,47.76119402985074,80.0
OutDegree,101,39,62,38.613861386138616,97.5
OutDegreeDistinct,101,39,62,38.613861386138616,97.5
PatternSize,67,32,35,47.76119402985074,80.0
NumberOfPatternVariables,62,31,31,50.0,77.5
