name,count,precision,recall,mcc
FunctionalScoreBool,7,13.25468424705066,48.953974895397494,0.14384079415057802
HasCurrying,7,8.203125,9.216589861751153,0.022809707791991228
HasFunctionCalls,7,15.363881401617252,19.48717948717949,0.05521068146050797
HasFunctionParameters,7,10.191082802547774,13.492063492063492,0.03780622365633797
HasFunctions,7,13.235294117647062,43.09623430962343,0.11814121215935185
HasHigherOrderCalls,7,13.761467889908257,35.714285714285715,0.11677139918965244
HasInnerVariableAssignment,7,15.789473684210524,4.123711340206185,0.041005190631636865
HasLazyValues,7,16.129032258064516,3.9682539682539684,0.030278544256442632
HasMultipleParameterLists,7,11.304347826086955,35.98326359832636,0.10963437524255168
HasNestedMethods,7,14.371257485029941,10.0418410041841,0.043616579904994415
HasOuterVariableAssignment,7,8.923643054277827,49.2063492063492,0.029665636432098838
HasOuterVariableUsage,7,14.849785407725319,28.175895765472315,0.06469136153077072
HasPatternMatching,7,16.82027649769585,29.723127035830625,0.11325884713551115
HasPointsBool,7,10.581717451523543,79.49790794979079,0.1137803114916661
HasSideEffectCalls,7,16.666666666666664,25.773195876288657,0.10824831188766884
HasSideEffectFunctions,7,14.814814814814813,10.667752442996743,0.022845485434150572
HasSideEffects,7,13.931888544891642,38.888888888888886,0.10909492814370016
HasVariableDefinitions,7,17.75147928994083,3.571428571428571,0.050581820280897305
HasVariables,7,18.348623853211013,8.368200836820082,0.07969021693417683
ImperativeScoreBool,7,13.479623824451414,39.285714285714285,0.10553027385314848
IsFunction,7,8.858447488584476,99.65811965811966,0.03096016919513324
IsNested,7,12.194092827004221,3.9682539682539684,0.02915277247485307
IsRecursive,7,8.707865168539326,19.44444444444445,0.01197295533241081
IsSideEffect,7,9.057971014492754,34.609120521172635,0.057938962937857136
ParadigmScoreBool,7,9.641638225255972,57.14285714285714,0.07817177414730829
