name,count,mean,std
CommentDensity,7,0.04933188648002214,0.1231871460429678
CommentLinesOfCode,7,9.46173469387755,50.746157526137544
CouplingBetweenObjects,7,18.749423520368946,36.346301507204274
CyclomaticComplexity,7,1.1726826273470579,1.7069783107743328
DepthOfInheritance,7,1.363566487317448,1.4253293955322552
DepthOfNesting,7,0.7881874329095915,2.170927383442534
FanIn,7,6.615411979189826,18.094692992348065
FanOut,7,13.846725065587618,23.016837659030145
LackOfCohesionInMethods,7,1.2535039609993903,3.0256535356323635
LinesOfCode,7,34.351594112677304,142.761924409715
NumberOfChildren,7,0.7317448116833205,3.557582721697118
NumberOfPatternVariables,7,0.3476193427193877,1.3490543556436474
OutDegree,7,3.222643138805129,7.510200041809836
OutDegreeDistinct,7,1.8281141936379115,3.161559599087742
PatternSize,7,1.7991378814527028,7.489682418087332
ResponseForClass,7,9.405850091407679,23.11197196140694
SourceLinesOfCode,7,30.136960600375236,111.2903482097002
WeightedMethodCount,7,5.086532602071908,13.576605178603186
