name,count,percentage_faulty mean,percentage_faulty std,percentage_total_faults mean,percentage_total_faults std
FunctionalScoreBool,7,11.06792507021584,3.056886530120993,73.10545534609965,10.754940430089935
HasCurrying,6,11.378618815619364,7.389556954320019,5.035499175300135,8.608812398311647
HasFunctionCalls,7,12.585268549712415,6.789693113924247,10.895483769571213,11.420136903091501
HasFunctionParameters,7,12.277458921658534,4.410239768394552,20.235116862574255,19.709402815902912
HasFunctions,7,13.005702206202942,3.755533307530322,50.32478878570094,16.326455540848528
HasHigherOrderCalls,7,14.267299432882686,5.357925409102572,42.88582002329623,15.73277725244501
HasInnerVariableAssignment,7,18.2301246712673,7.665621208969671,3.0794477234350652,1.5938190427989936
HasLazyValues,7,13.633131755882525,7.84339997573851,2.260945594031434,1.763063090517898
HasMultipleParameterLists,7,12.739946986239657,7.127815800148372,28.78904940824731,15.678684105433133
HasNestedMethods,7,14.397170960568065,5.867897216467573,11.467039056914164,5.405725621352842
HasOuterVariableAssignment,7,10.912220936505879,12.342396144035009,3.1548922730261744,6.834957525049385
HasOuterVariableUsage,7,15.686549613955963,17.082841035720534,6.112411603126286,9.980096444179283
HasPatternMatching,7,15.075753597868824,4.119174059020115,32.15029051888143,8.873980696899226
HasPointsBool,7,10.403942589708764,2.7552250170993613,80.58485219024315,10.431034124642073
HasSideEffectCalls,7,14.008168216694957,4.872801762039666,19.97578669004316,16.294104205314152
HasSideEffectFunctions,7,16.794614696132076,12.339740650655495,4.243401119735563,5.408442783761301
HasSideEffects,7,13.857751617109932,4.612841388387532,28.532833780653135,17.71550719667286
HasVariableDefinitions,7,19.258626762273973,7.75070395173197,2.6413468172788006,1.4784641174505857
HasVariables,7,16.90385846525174,9.640066799728828,8.094760763787715,9.495523475658025
ImperativeScoreBool,7,13.41664397890166,4.808231672212053,29.03595513709539,18.185765264436125
IsFunction,7,5.436430990690374,6.395610061174897,4.797754511112766,9.055239366159384
IsNested,7,9.646457099198745,5.417917156600345,2.7082555036406797,1.413756635893185
IsRecursive,7,7.934215552928267,5.582867119197955,1.574810381290087,1.1512979962528973
IsSideEffect,7,8.159619638515256,5.80043619947472,13.344488492706258,14.314997528378578
ParadigmScoreBool,7,10.274455500249687,2.865646262275503,76.68737019515346,10.205789985756589
