name,count,percentage_faulty,percentage_total_faults
FunctionalScoreBool,7,11.582491582491587,71.96652719665272
HasCurrying,6,11.244178310046571,1.7859314093623715
HasFunctionCalls,7,15.363881401617252,7.216494845360824
HasFunctionParameters,7,10.191082802547774,13.389121338912132
HasFunctions,7,13.235294117647062,43.09623430962343
HasHigherOrderCalls,7,13.761467889908257,35.714285714285715
HasInnerVariableAssignment,7,18.644067796610173,3.571428571428571
HasLazyValues,7,16.129032258064516,2.061855670103093
HasMultipleParameterLists,7,11.304347826086955,35.714285714285715
HasNestedMethods,7,14.371257485029941,10.0418410041841
HasOuterVariableAssignment,7,7.4074074074074066,0.4608294930875576
HasOuterVariableUsage,7,14.849785407725319,1.3824884792626728
HasPatternMatching,7,16.82027649769585,29.723127035830625
HasPointsBool,7,10.581717451523543,79.49790794979079
HasSideEffectCalls,7,16.666666666666664,16.317991631799163
HasSideEffectFunctions,7,14.814814814814813,1.5873015873015872
HasSideEffects,7,13.931888544891642,22.17573221757322
HasVariableDefinitions,7,21.428571428571427,2.928870292887029
HasVariables,7,18.348623853211013,4.761904761904762
ImperativeScoreBool,7,13.750000000000002,23.01255230125523
IsFunction,7,2.631578947368421,0.3418803418803419
IsNested,7,12.12121212121212,2.7649769585253456
IsRecursive,7,8.707865168539326,1.3824884792626728
IsSideEffect,7,8.152173913043477,10.0418410041841
ParadigmScoreBool,7,9.801633605600934,75.31380753138075
