name,count,mean,std
CommentDensity,7,0.011281709956716743,0.04885367123150575
CommentLinesOfCode,7,0.2277580071174377,1.1369664651220166
CyclomaticComplexity,7,2.163217031342401,2.667955038444851
DepthOfNesting,7,2.0142348754448403,3.817054448465104
LinesOfCode,7,7.6049674748669425,11.09814179430255
NumberOfPatternVariables,7,0.8700607902735562,2.5840672668376623
OutDegree,7,7.715045592705167,10.976855779849162
OutDegreeDistinct,7,3.8219976680917216,3.9841208090696476
PatternSize,7,4.702127659574468,12.508004882298474
SourceLinesOfCode,7,6.583796664019062,9.17182340412177
