name,count,mean,std
CommentDensity,7,0.0024200336700336703,0.02992844029238965
CommentLinesOfCode,7,0.0141643059490085,0.2066314593845555
CyclomaticComplexity,7,1.0555555555555556,0.3380491636979118
DepthOfNesting,7,0.010523854069223574,0.24920710496301554
LinesOfCode,7,2.028648269410664,2.4251258576926347
NumberOfPatternVariables,7,0.0009354536950420953,0.03418448023728945
OutDegree,7,1.2756080449017773,2.1562568388124204
OutDegreeDistinct,7,1.1090972871842844,1.1559630633615579
PatternSize,7,0.01110851262862488,0.2778083637972512
SourceLinesOfCode,7,1.984448082319925,2.1903598977547114
