name,count,precision,recall,mcc
LambdaFunctionsUsingInnerVariables,1,72.0,72.0,0.5141176470588236
LambdaFunctionsUsingInnerVariables baseline,1,65.21739130434783,60.0,0.3695192455902783
LambdaFunctionsUsingOuterVariables,1,69.33333333333334,71.23287671232877,0.4096233622111473
LambdaFunctionsUsingOuterVariables baseline,1,72.60273972602741,72.60273972602741,0.4628695025234318
LambdaFunctionsWithAssignment,1,75.71428571428571,68.83116883116884,0.4755910090101596
LambdaFunctionsWithAssignment baseline,1,72.85714285714283,66.23376623376622,0.42403284542045505
LambdaFunctionsWithSideEffects,5,58.33333333333334,61.111111111111114,0.371672879461456
LambdaFunctionsWithSideEffects baseline,5,58.33333333333334,56.00000000000001,0.33645007534350946
LambdaScore,7,55.22388059701493,60.526315789473685,0.3743382849117
LambdaScore baseline,7,54.41176470588235,62.280701754385966,0.3832384801934136
NumberOfLambdaFunctions,7,53.846153846153854,61.40350877192983,0.3670111898455271
NumberOfLambdaFunctions baseline,7,54.41176470588235,62.280701754385966,0.3832384801934136
SourceLinesOfLambda,7,55.85585585585586,65.26315789473685,0.38683737031570503
SourceLinesOfLambda baseline,7,54.41176470588235,62.280701754385966,0.3832384801934136
