name,count,percentage_faulty,percentage_total_faults
FractionCurrying,6,39.00634249471459,6.20943204868154
FractionFunctionCalls,7,21.96969696969697,15.714285714285715
FractionFunctions,7,28.402366863905325,68.57142857142857
FractionHigherOrderCalls,7,32.028469750889684,60.0
FractionInnerVariableAssignment,7,29.72972972972973,9.705882352941178
FractionLazyValues,7,32.55813953488372,8.275862068965518
FractionNestedMethods,7,32.608695652173914,25.882352941176478
FractionOuterVariableAssignment,7,33.33333333333333,2.7777777777777777
FractionOuterVariableUsage,7,31.707317073170728,5.5555555555555545
FractionPatternMatching,7,30.952380952380953,53.793103448275865
FractionRecursiveCalls,7,40.0,5.5555555555555545
FractionSideEffectCalls,7,30.80568720379147,36.111111111111114
FractionSideEffectFunctions,7,36.0,5.5555555555555545
FractionSideEffects,7,25.77826324412889,52.77777777777778
FractionVariableDefinitions,7,37.17472118959108,8.641975308641975
FractionVariables,7,33.2464146023468,15.862068965517242
FunctionalScoreFraction,7,24.89878542510121,79.62962962962962
HasFunctionParameters,7,27.142857142857146,17.647058823529417
HasMultipleParameterLists,7,29.57746478873239,40.0
HasPointsFraction,7,21.772939346811818,85.51724137931033
ImperativeScoreFraction,7,25.64794816414687,52.77777777777778
IsFunction,7,28.08022922636103,9.655172413793103
IsNested,2,100.0,0.4183569979716024
IsSideEffect,7,18.326693227091635,15.862068965517242
ParadigmScoreFraction,7,23.03897385298471,80.0
