name,count,percentage_faulty mean,percentage_faulty std,percentage_total_faults mean,percentage_total_faults std
FractionCurrying,6,37.75599503580701,15.838288994037029,10.468448476956477,10.645108350027316
FractionFunctionCalls,7,29.394318850666245,13.161635093265964,23.188758145775434,16.412862080747143
FractionFunctions,7,26.16217419804007,8.373886897235383,66.09402451332326,12.706025682068516
FractionHigherOrderCalls,7,29.54318815488264,9.435375608146375,58.105874533721526,10.921320708371008
FractionInnerVariableAssignment,7,40.58366451223594,20.37810866401905,8.993002750850717,5.077136570807217
FractionLazyValues,7,35.50637193530929,22.534020034896596,7.102374794106659,5.106609346989355
FractionNestedMethods,7,32.863186615248814,19.058233338999532,24.707066037839727,5.904754965482681
FractionOuterVariableAssignment,7,26.55116581002725,18.472711677212025,6.525731620873125,11.143485623601519
FractionOuterVariableUsage,7,32.0557631446904,27.60967112200826,8.882754889950872,11.946610891514922
FractionPatternMatching,7,28.76938161681704,11.529305199316756,53.183177601703626,12.847166186215137
FractionRecursiveCalls,7,41.889787535567585,18.44196384278974,5.123560395945211,3.5166289026533337
FractionSideEffectCalls,7,30.239038086543854,11.44962735315512,32.98792720385496,19.33715557725174
FractionSideEffectFunctions,7,31.800488726959315,20.255141579124647,9.857629572205056,9.362771457515844
FractionSideEffects,7,29.58002536697124,13.06829887519218,44.450215939156344,20.0291093345326
FractionVariableDefinitions,7,42.73661129384662,19.849004226943936,9.000257249074016,5.409558505850301
FractionVariables,7,38.58712541948548,21.77646098414494,15.492758464119422,11.780313557033082
FunctionalScoreFraction,7,21.731267993785803,8.826787617859452,80.68030799920108,7.003787638274215
HasFunctionParameters,7,31.79695470428567,7.879787901504414,27.64141114474351,17.444250148886216
HasMultipleParameterLists,7,30.105575163780777,6.341603437461083,34.561015977272135,11.432775517329977
HasPointsFraction,7,20.142321418880666,8.031803207690746,84.55630411923273,7.681926209879085
ImperativeScoreFraction,7,29.418970998380537,13.054212759946145,44.80880765170343,19.91620665905505
IsFunction,7,33.36029136731266,14.25612117481931,11.432334921661688,10.424960711886017
IsNested,2,100.0,0.0,0.4183569979716024,0.3836735577432079
IsSideEffect,7,22.49160068085649,12.535831573441406,23.05098714279628,17.562942679965325
ParadigmScoreFraction,7,20.896454772275572,8.254344501238128,79.37770394353028,8.649334703339056
