name,count,precision,recall,mcc
baseline,7,29.86111111111111,62.7906976744186,0.3404575337061156
control,7,49.738562091503276,90.20618556701031,0.6243817732496112
univariate,7,53.058321479374115,89.55223880597015,0.6432448378910551
