name,count,mean mean,mean std,std mean,std std
FunctionalScoreBool,7,1.069825128795559,0.3528039707389081,1.2016431325951256,0.1847906025915059
HasCurrying,7,0.012597046689234333,0.013274099990996421,0.07829968749894131,0.056792114139772254
HasFunctionCalls,7,0.08647628281237892,0.07801720615623732,0.21458118801241693,0.0953321984862909
HasFunctionParameters,7,0.06759264113776875,0.04577285652814985,0.204938461930746,0.06447863554428031
HasFunctions,7,0.28921798889983563,0.12364723132518897,0.3672102058778667,0.04735156512414911
HasHigherOrderCalls,7,0.2136507867473207,0.10457083364761162,0.32840822159469335,0.0638671789026944
HasInnerVariableAssignment,7,0.013339937299839944,0.0071785976069725374,0.08200023621327167,0.02605094457561364
HasLazyValues,7,0.012886384091382727,0.01037743191554954,0.08650453192123832,0.043539047829655245
HasMultipleParameterLists,7,0.10175911000609748,0.0629397889236409,0.24908823581265407,0.08758494448022654
HasNestedMethods,7,0.07068436331756614,0.04222193680663258,0.20679489498926193,0.04988985312254637
HasOuterVariableAssignment,7,0.019222436459718273,0.03263578362989278,0.08432440975830342,0.059357965424287513
HasOuterVariableUsage,7,0.03661401698323794,0.053781518226303254,0.13196678887763685,0.08410037832364033
HasPatternMatching,7,0.18547360719852515,0.061138827567603145,0.32201566297443945,0.04139492995740936
HasPointsBool,7,0.538935795305336,0.09192796899922974,0.42589034462562214,0.009124399957556421
HasSideEffectCalls,7,0.11030294468138828,0.10584607169406106,0.2297702908080436,0.09869473115834311
HasSideEffectFunctions,7,0.014011736521321675,0.01583408238971693,0.07756049817507889,0.05081152983910318
HasSideEffects,7,0.18263133646738483,0.13507731670698667,0.29911440763475255,0.10723470737630908
HasVariableDefinitions,7,0.014303447835768479,0.011591908079211672,0.08324925724376478,0.04102177194714491
HasVariables,7,0.04538183484323014,0.0530541519633355,0.1509874791702603,0.07846025628487242
ImperativeScoreBool,7,0.5461714005502758,0.4940382958640263,0.9695086194829933,0.45552943755399855
IsFunction,7,0.02025754918817072,0.0166926800054223,0.10532615108049348,0.053683857350690124
IsNested,7,4.600874166091557e-06,1.2172768856979942e-05,0.0001690469111651607,0.0004472560868466433
IsRecursive,7,0.00922476783311239,0.013134212358469552,0.0592964465298105,0.0381634954196172
IsSideEffect,7,0.11036370945838628,0.10880325270950211,0.22791618864679603,0.1346882067660255
ParadigmScoreBool,7,0.2572646208138464,0.2249455586941057,0.5056383614838074,0.056369172044940054
