name,count,percentage_faulty,percentage_total_faults
CommentDensity,7,15.625,27.884615384615394
CommentLinesOfCode,7,15.625,27.884615384615394
CouplingBetweenObjects,7,6.636363636363637,100.0
CyclomaticComplexity,7,5.959475566150179,40.54054054054054
DepthOfInheritance,7,5.284552845528456,63.63636363636363
DepthOfNesting,4,14.285714285714285,0.8130081300813009
FanIn,7,6.33879781420765,78.37837837837837
FanOut,7,7.267144319344933,97.07903780068727
LackOfCohesionInMethods,7,6.045865184155664,28.846153846153847
LinesOfCode,7,6.440382941688425,100.0
NumberOfChildren,7,8.357348703170027,23.387096774193548
NumberOfPatternVariables,3,0.0,0.0
OutDegree,7,7.2156543008560945,30.412371134020614
OutDegreeDistinct,7,7.2156543008560945,30.412371134020614
PatternSize,4,14.285714285714285,0.8130081300813009
ResponseForClass,7,7.970727848101264,66.66666666666666
SourceLinesOfCode,7,6.440382941688425,100.0
WeightedMethodCount,7,5.959475566150179,40.54054054054054
