name,count,percentage_faulty,percentage_total_faults
CommentDensity,7,40.484429065743946,76.87074829931973
CommentLinesOfCode,7,40.484429065743946,76.87074829931973
CouplingBetweenObjects,7,27.85515320334262,100.0
CyclomaticComplexity,7,27.85515320334262,100.0
DepthOfInheritance,7,26.356589147286826,55.78231292517006
DepthOfNesting,7,33.176544371276265,73.29545454545455
FanIn,7,28.79581151832461,83.7473385379702
FanOut,7,27.85515320334262,100.0
LackOfCohesionInMethods,7,29.10284463894967,68.8888888888889
LinesOfCode,7,27.85515320334262,100.0
NumberOfChildren,7,37.894736842105274,29.0
NumberOfPatternVariables,7,34.3042071197411,68.75
OutDegree,7,28.776978417266182,99.361249112846
OutDegreeDistinct,7,28.776978417266182,99.361249112846
PatternSize,7,33.176544371276265,73.29545454545455
ResponseForClass,7,27.85515320334262,100.0
SourceLinesOfCode,7,27.85515320334262,100.0
WeightedMethodCount,7,27.894002789400282,100.0
